sent_idx,id,form,lemma,gold_upos,gold_head,gold_deprel,pred_upos,pred_head,pred_deprel,purity,entropy,rival,in_train,has_score,train_freq,pos_err,uas_err,las_err,log_freq
2,5,largement,largement,ADV,6,advmod,ADV,6,advmod,1.0,0.0,,True,True,21,0,0,0,3.091042453358316
2,6,démontré,démontrer,VERB,0,root,VERB,0,root,1.0,0.0,,True,True,16,0,0,0,2.833213344056216
2,7,que,que,SCONJ,22,mark,SCONJ,22,mark,0.6915510664276248,1.397369454710615,CCONJ,True,True,1979,0,0,0,7.590852123688581
2,8,la,le,DET,9,det,DET,9,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,9,population,population,NOUN,22,nsubj,NOUN,22,nsubj,1.0,0.0,,True,True,92,0,0,0,4.532599493153256
2,10,civile,civil,ADJ,9,amod,ADJ,9,amod,1.0,0.0,,True,True,40,0,0,0,3.713572066704308
2,11,de,de,ADP,13,case,ADP,13,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
2,12,le,le,DET,13,det,DET,13,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,13,territoire,territoire,NOUN,9,nmod,NOUN,9,nmod,1.0,0.0,,True,True,98,0,0,0,4.59511985013459
2,14,non,non,ADV,15,advmod,ADV,15,advmod,0.1516206771484079,1.8990642005741691,AUX,True,True,120,0,0,0,4.795790545596741
2,15,autonome,autonome,ADJ,13,amod,ADJ,13,amod,1.0,0.0,,True,True,17,0,0,0,2.8903717578961645
2,16,de,de,ADP,18,case,ADP,18,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
2,17,le,le,DET,18,det,DET,18,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,18,Sahara,Sahara,PROPN,13,nmod,PROPN,13,nmod,0.0,0.0,NOUN,True,True,41,0,0,0,3.7376696182833684
2,19,occidental,occidental,ADJ,18,amod,ADJ,18,amod,0.4954761699901536,1.3277582654061977,NUM,True,True,62,0,0,0,4.143134726391533
2,20,est,être,AUX,22,cop,AUX,22,cop,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
2,21,l',le,DET,22,det,DET,22,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,22,objet,objet,NOUN,6,csubj,NOUN,6,csubj,1.0,0.0,,True,True,56,0,0,0,4.04305126783455
2,23,de,de,ADP,25,case,ADP,25,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
2,24,diverses,divers,ADJ,25,amod,DET,25,det,0.5180380963369349,0.9990609684531243,NUM,True,True,27,1,0,1,3.332204510175204
2,25,atteintes,atteinte,NOUN,22,nmod,NOUN,22,nmod,,,,True,False,7,0,0,0,2.0794415416798357
2,26,à,à,ADP,28,case,ADP,28,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
2,27,les,le,DET,28,det,DET,28,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,28,droits,droit,NOUN,25,nmod,NOUN,25,nmod,1.0,0.0,,True,True,184,0,0,0,5.220355825078324
2,29,humains,humain,ADJ,28,amod,ADJ,28,amod,1.0,0.0,,True,True,51,0,0,0,3.9512437185814275
2,30,",",",",PUNCT,33,punct,PUNCT,33,punct,,,,True,False,16599,0,0,0,9.717157974344635
2,31,comme,comme,ADP,33,case,ADP,33,case,0.884348973672223,0.5167293038082115,CCONJ,True,True,472,0,0,0,6.159095388491933
2,32,la,le,DET,33,det,DET,33,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,33,détention,détention,NOUN,25,nmod,NOUN,25,nmod,,,,True,False,8,0,0,0,2.1972245773362196
2,34,arbitraire,arbitraire,ADJ,33,amod,ADJ,33,amod,,,,True,False,2,0,0,0,1.0986122886681098
2,35,",",",",PUNCT,37,punct,PUNCT,37,punct,,,,True,False,16599,0,0,0,9.717157974344635
2,36,les,le,DET,37,det,DET,37,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,37,coups,coup,NOUN,33,conj,NOUN,33,conj,1.0,0.0,,True,True,54,0,0,0,4.007333185232471
2,38,et,et,CCONJ,40,cc,CCONJ,40,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
2,39,les,le,DET,40,det,DET,40,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,40,tortures,torture,NOUN,33,conj,NOUN,33,conj,,,,False,False,0,0,0,0,0.0
2,41,»,»,PUNCT,6,punct,PUNCT,6,punct,,,,True,False,814,0,0,0,6.703188113240863
2,42,",",",",PUNCT,6,punct,PUNCT,6,punct,,,,True,False,16599,0,0,0,9.717157974344635
2,43,écrit,écrire,VERB,6,parataxis,VERB,6,parataxis,1.0,0.0,,True,True,107,0,0,0,4.68213122712422
2,44,l',le,DET,45,det,DET,45,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,45,ONG,ONG,NOUN,43,nsubj,NOUN,43,nsubj,,,,True,False,8,0,0,0,2.1972245773362196
2,46,internationale,international,ADJ,45,amod,ADJ,45,amod,1.0,0.0,,True,True,145,0,0,0,4.983606621708336
2,47,",",",",PUNCT,48,punct,PUNCT,48,punct,,,,True,False,16599,0,0,0,9.717157974344635
2,48,implantée,implanter,VERB,45,acl,VERB,45,acl,0.9293416244139936,0.3683757903492162,ADJ,True,True,16,0,0,0,2.833213344056216
2,49,dans,dans,ADP,51,case,ADP,51,case,1.0,0.0,,True,True,2779,0,0,0,7.930206206684683
2,50,35,35,NUM,51,nummod,NUM,51,nummod,0.209923167773379,0.7413358522779963,DET,True,True,14,0,0,0,2.70805020110221
2,51,pays,pays,NOUN,48,obl,NOUN,48,obl,1.0,0.0,,True,True,251,0,0,0,5.529429087511423
2,52,",",",",PUNCT,53,punct,PUNCT,53,punct,,,,True,False,16599,0,0,0,9.717157974344635
2,53,citée,citer,VERB,48,conj,VERB,45,acl,1.0,0.0,,True,True,27,0,1,1,3.332204510175204
2,54,par,par,ADP,56,case,ADP,56,case,1.0,0.0,,True,True,2183,0,0,0,7.688913336864796
2,55,l',le,DET,56,det,DET,56,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
2,56,agence,agence,NOUN,53,obl,NOUN,53,obl,1.0,0.0,,True,True,46,0,0,0,3.8501476017100584
2,57,de,de,ADP,58,case,ADP,58,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
2,58,presse,presse,NOUN,56,nmod,NOUN,56,nmod,0.31423178009069613,0.8979980791112208,PROPN,True,True,40,0,0,0,3.713572066704308
2,59,sahraouie,sahraoui,ADJ,56,amod,ADJ,56,amod,1.0,0.0,,True,True,26,0,0,0,3.295836866004329
2,60,.,.,PUNCT,6,punct,PUNCT,6,punct,,,,True,False,13366,0,0,0,9.500544261971474
3,1,1er,1er,NUM,3,nummod,ADJ,0,root,1.0,0.0,,True,True,36,1,1,1,3.6109179126442243
3,2,:,:,PUNCT,1,punct,PUNCT,3,punct,,,,True,False,739,0,1,1,6.606650186198215
3,3,début,début,NOUN,0,root,NOUN,1,appos,1.0,0.0,,True,True,130,0,1,1,4.875197323201151
3,4,de,de,ADP,6,case,ADP,6,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
3,5,la,le,DET,6,det,DET,6,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,6,présidence,présidence,NOUN,3,nmod,NOUN,3,nmod,1.0,0.0,,True,True,11,0,0,0,2.4849066497880004
3,7,lituanienne,lituanien,ADJ,6,amod,ADJ,6,amod,,,,True,False,2,0,0,0,1.0986122886681098
3,8,de,de,ADP,10,case,ADP,10,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
3,9,l',le,DET,10,det,DET,10,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,10,Organisation,organisation,NOUN,6,nmod,NOUN,6,nmod,1.0,0.0,,True,True,77,0,0,0,4.356708826689592
3,11,pour,pour,ADP,13,case,ADP,13,case,0.7890790430468303,0.7432394314397186,CCONJ,True,True,2242,0,0,0,7.715569534520208
3,12,la,le,DET,13,det,DET,13,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,13,Sécurité,sécurité,NOUN,10,nmod,NOUN,10,nmod,0.5052247925977241,0.9999212318674002,PROPN,True,True,59,0,0,0,4.0943445622221
3,14,et,et,CCONJ,16,cc,CCONJ,16,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
3,15,la,le,DET,16,det,DET,16,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,16,Coopération,coopération,NOUN,13,conj,NOUN,13,conj,1.0,0.0,,True,True,17,0,0,0,2.8903717578961645
3,17,en,en,ADP,18,case,ADP,18,case,0.21695278762461512,1.4815638486393006,DET,True,True,5233,0,0,0,8.562931083090092
3,18,Europe,Europe,PROPN,13,nmod,PROPN,10,nmod,0.9431808609821591,0.31468648375912217,NOUN,True,True,109,0,1,1,4.700480365792417
3,19,(,(,PUNCT,20,punct,PUNCT,20,punct,,,,True,False,2211,0,0,0,7.701652362642226
3,20,OSCE,OSCE,PROPN,10,appos,PROPN,10,appos,,,,False,False,0,0,0,0,0.0
3,21,),),PUNCT,20,punct,PUNCT,20,punct,,,,True,False,2204,0,0,0,7.6984827878809465
3,22,(,(,PUNCT,26,punct,PUNCT,26,punct,,,,True,False,2211,0,0,0,7.701652362642226
3,23,jusqu',jusque,ADP,26,case,ADP,26,case,0.045125702997240974,1.523668886477906,CCONJ,True,True,223,0,0,0,5.4116460518550396
3,24,à,à,ADP,26,case,ADP,26,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
3,25,le,le,DET,26,det,DET,26,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,26,31,31,NUM,6,nmod,NUM,10,nmod,1.0,0.0,,True,True,39,0,1,1,3.6888794541139363
3,27,décembre,décembre,NOUN,26,nmod,NOUN,26,nmod,1.0,0.0,,True,True,108,0,0,0,4.6913478822291435
3,28,),),PUNCT,26,punct,PUNCT,26,punct,,,,True,False,2204,0,0,0,7.6984827878809465
3,29,",",",",PUNCT,32,punct,PUNCT,32,punct,,,,True,False,16599,0,0,0,9.717157974344635
3,30,avant,avant,ADP,32,case,ADP,32,case,0.8879481521664462,0.5060740972167108,CCONJ,True,True,144,0,0,0,4.976733742420574
3,31,l',le,DET,32,det,DET,32,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,32,Irlande,Irlande,PROPN,3,nmod,PROPN,6,conj,0.9635512733421282,0.22576579033443525,NOUN,True,True,19,0,1,1,2.995732273553991
3,33,(,(,PUNCT,34,punct,PUNCT,34,punct,,,,True,False,2211,0,0,0,7.701652362642226
3,34,2012,2012,NUM,32,nmod,NUM,32,nmod,0.9187557460241279,0.44094144699612764,ADJ,True,True,47,0,0,0,3.871201010907891
3,35,),),PUNCT,34,punct,PUNCT,34,punct,,,,True,False,2204,0,0,0,7.6984827878809465
3,36,et,et,CCONJ,38,cc,CCONJ,38,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
3,37,l',le,DET,38,det,DET,38,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
3,38,Ukraine,Ukraine,PROPN,32,conj,PROPN,3,conj,,,,True,False,2,0,1,1,1.0986122886681098
3,39,(,(,PUNCT,40,punct,PUNCT,40,punct,,,,True,False,2211,0,0,0,7.701652362642226
3,40,2013,2013,NUM,38,nmod,NUM,38,nmod,,,,True,False,8,0,0,0,2.1972245773362196
3,41,),),PUNCT,40,punct,PUNCT,40,punct,,,,True,False,2204,0,0,0,7.6984827878809465
3,42,.,.,PUNCT,3,punct,PUNCT,1,punct,,,,True,False,13366,0,1,1,9.500544261971474
4,1,Et,et,CCONJ,18,cc,CCONJ,18,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
4,2,pourtant,pourtant,ADV,18,advmod,ADV,18,advmod,1.0,0.0,,True,True,23,0,0,0,3.1780538303479458
4,3,",",",",PUNCT,2,punct,PUNCT,2,punct,,,,True,False,16599,0,0,0,9.717157974344635
4,4,lors,lors,ADV,18,advmod,ADV,18,advmod,0.5184561214690955,1.5275209353939645,PRON,True,True,286,0,0,0,5.659482215759621
4,5,de,de,ADP,8,case,ADP,8,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
4,6,sa,son,DET,8,det,DET,8,det,0.8481722905876147,0.863954061477403,CCONJ,True,True,3876,0,0,0,8.262816937670928
4,7,première,premier,ADJ,8,amod,ADJ,8,amod,1.0,0.0,,True,True,675,0,0,0,6.516193076042964
4,8,visite,visite,NOUN,4,obj,NOUN,4,obj,1.0,0.0,,True,True,37,0,0,0,3.6375861597263857
4,9,en,en,ADP,10,case,ADP,10,case,0.21695278762461512,1.4815638486393006,DET,True,True,5233,0,0,0,8.562931083090092
4,10,Afrique,Afrique,PROPN,8,nmod,PROPN,8,nmod,0.31683746610707475,0.9009091058654913,NOUN,True,True,47,0,0,0,3.871201010907891
4,11,subsaharienne,subsaharien,ADJ,10,amod,ADJ,10,amod,,,,True,False,1,0,0,0,0.6931471805599453
4,12,",",",",PUNCT,14,punct,PUNCT,14,punct,,,,True,False,16599,0,0,0,9.717157974344635
4,13,l',le,DET,14,det,DET,14,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
4,14,été,été,NOUN,8,nmod,NOUN,8,nmod,0.6829806503618076,0.9011106109606802,PROPN,True,True,51,0,0,0,3.9512437185814275
4,15,2007,2007,NUM,14,nmod,NUM,14,nmod,1.0,0.0,,True,True,83,0,0,0,4.430816798843313
4,16,",",",",PUNCT,8,punct,PUNCT,4,punct,,,,True,False,16599,0,1,1,9.717157974344635
4,17,il,lui,PRON,18,nsubj,PRON,18,nsubj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
4,18,montre,montrer,VERB,0,root,VERB,0,root,1.0,0.0,,True,True,56,0,0,0,4.04305126783455
4,19,les,le,DET,20,det,DET,20,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
4,20,dents,dent,NOUN,18,obj,NOUN,18,obj,,,,True,False,5,0,0,0,1.791759469228055
4,21,dans,dans,ADP,23,case,ADP,23,case,1.0,0.0,,True,True,2779,0,0,0,7.930206206684683
4,22,un,un,DET,23,det,DET,23,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
4,23,discours,discours,NOUN,18,obl,NOUN,18,obl,1.0,0.0,,True,True,16,0,0,0,2.833213344056216
4,24,humiliant,humilier,VERB,23,acl,ADJ,23,amod,,,,True,False,1,1,0,1,0.6931471805599453
4,25,pour,pour,ADP,27,case,ADP,27,case,0.7890790430468303,0.7432394314397186,CCONJ,True,True,2242,0,0,0,7.715569534520208
4,26,les,le,DET,27,det,DET,27,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
4,27,Africains,Africains,PROPN,24,obl,NOUN,23,nmod,,,,False,False,0,1,1,1,0.0
4,28,",",",",PUNCT,29,punct,PUNCT,29,punct,,,,True,False,16599,0,0,0,9.717157974344635
4,29,prononcé,prononcer,VERB,23,acl,VERB,23,acl,1.0,0.0,,True,True,20,0,0,0,3.044522437723423
4,30,à,à,ADP,32,case,ADP,32,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
4,31,l',le,DET,32,det,DET,32,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
4,32,Université,université,NOUN,29,obl,NOUN,29,obl,1.0,0.0,,True,True,100,0,0,0,4.61512051684126
4,33,Cheikh,Cheikh,PROPN,32,appos,PROPN,32,appos,,,,True,False,1,0,0,0,0.6931471805599453
4,34,Anta,Anta,PROPN,33,flat,PROPN,33,flat,,,,False,False,0,0,0,0,0.0
4,35,Diop,Diop,PROPN,33,flat,PROPN,33,flat,,,,False,False,0,0,0,0,0.0
4,36,de,de,ADP,37,case,ADP,37,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
4,37,Dakar,Dakar,PROPN,32,nmod,PROPN,32,nmod,,,,True,False,2,0,0,0,1.0986122886681098
4,38,.,.,PUNCT,18,punct,PUNCT,18,punct,,,,True,False,13366,0,0,0,9.500544261971474
5,1,Les,le,DET,2,det,DET,2,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
5,2,spéculations,spéculation,NOUN,10,nsubj,NOUN,10,nsubj,,,,True,False,6,0,0,0,1.9459101490553132
5,3,autour,autour,ADV,2,advmod,ADV,2,advmod,0.23788039627963264,1.2325783380768334,PRON,True,True,62,0,0,0,4.143134726391533
5,4,de,de,ADP,6,case,ADP,6,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
5,5,le,le,DET,6,det,DET,6,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
5,6,match,match,NOUN,3,obl,NOUN,3,obl,1.0,0.0,,True,True,133,0,0,0,4.897839799950911
5,7,sont,être,AUX,10,cop,AUX,10,cop,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
5,8,à,à,ADP,10,case,ADP,10,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
5,9,leur,son,DET,10,det,DET,10,det,0.8481722905876147,0.863954061477403,CCONJ,True,True,3876,0,0,0,8.262816937670928
5,10,paroxysme,paroxysme,NOUN,0,root,NOUN,0,root,,,,False,False,0,0,0,0,0.0
5,11,.,.,PUNCT,10,punct,PUNCT,10,punct,,,,True,False,13366,0,0,0,9.500544261971474
6,1,Ils,eux,PRON,3,nsubj,PRON,3,nsubj,0.9444374542892673,0.30957200047813255,ADV,True,True,467,0,0,0,6.148468295917647
6,2,ne,ne,ADV,3,advmod,ADV,3,advmod,0.03110691420199771,0.7244015123648279,PRON,True,True,1435,0,0,0,7.269616749608169
6,3,citent,citer,VERB,0,root,VERB,0,root,1.0,0.0,,True,True,27,0,0,0,3.332204510175204
6,4,pas,pas,ADV,3,advmod,ADV,3,advmod,1.0,0.0,,True,True,893,0,0,0,6.795705775173514
6,5,son,son,DET,6,det,DET,6,det,0.8481722905876147,0.863954061477403,CCONJ,True,True,3876,0,0,0,8.262816937670928
6,6,nom,nom,NOUN,3,obj,NOUN,3,obj,1.0,0.0,,True,True,268,0,0,0,5.594711379601839
6,7,",",",",PUNCT,15,punct,PUNCT,15,punct,,,,True,False,16599,0,0,0,9.717157974344635
6,8,parce,parce,ADV,15,mark,ADV,15,mark,,,,True,False,33,0,0,0,3.5263605246161616
6,9,que,que,SCONJ,8,fixed,SCONJ,8,fixed,0.6915510664276248,1.397369454710615,CCONJ,True,True,1979,0,0,0,7.590852123688581
6,10,depuis,depuis,ADP,12,case,ADP,12,case,0.8904909671962399,0.49843327450209446,CCONJ,True,True,283,0,0,0,5.648974238161206
6,11,les,le,DET,12,det,DET,12,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
6,12,institutions,institution,NOUN,15,obl,NOUN,15,obl,1.0,0.0,,True,True,31,0,0,0,3.4657359027997265
6,13,on,on,PRON,15,nsubj,PRON,15,nsubj,0.5432191123278096,1.5995967780630704,SCONJ,True,True,554,0,0,0,6.318968113746434
6,14,n',ne,ADV,15,advmod,ADV,15,advmod,0.03110691420199771,0.7244015123648279,PRON,True,True,1435,0,0,0,7.269616749608169
6,15,attaque,attaquer,VERB,3,advcl,VERB,3,advcl,1.0,0.0,,True,True,29,0,0,0,3.4011973816621555
6,16,pas,pas,ADV,15,advmod,ADV,15,advmod,1.0,0.0,,True,True,893,0,0,0,6.795705775173514
6,17,un,un,DET,18,det,DET,18,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
6,18,membre,membre,NOUN,15,obj,NOUN,15,obj,0.36691210477793945,0.9482715834326781,PRON,True,True,130,0,0,0,4.875197323201151
6,19,de,de,ADP,21,case,ADP,21,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
6,20,la,le,DET,21,det,DET,21,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
6,21,famille,famille,NOUN,18,nmod,NOUN,18,nmod,1.0,0.0,,True,True,225,0,0,0,5.420534999272286
6,22,royale,royal,ADJ,21,amod,ADJ,21,amod,1.0,0.0,,True,True,36,0,0,0,3.6109179126442243
