pattern,n_pattern_occurence,n_pattern_positive_occurence,decision,alpha,value,coverage,precision,delta,g-statistic,p-value,cramers_phi
node:X:child:rel_shallow=mark,4987,831,no,0.0050000000000000044,0.05528655508321212,21.786538058293143,83.33667535592541,-19.645723727118593,0.5504136981560549,0.458148706560776,0.010505698494313926
node:X:child:rel_shallow=obl:pmod,1239,411,yes,0.0050000000000000044,0.0362041279334504,10.476676013255162,33.171912832929785,199.66050697856429,188.99402771773995,0.0,0.390560562060996
node:X:next:Number=Sing,5694,541,no,0.0040000000000000036,-0.04518720292363787,27.013000629062695,90.49877063575694,-430.2405756772033,265.3994048127275,0.0,0.21589433209225817
node:X:prev:Gender=Fem,2799,742,yes,0.0040000000000000036,0.02551388036075225,18.914096354830487,26.50946766702394,264.56719857385104,156.56516680181548,0.0,0.23650815669262235
node:X:prev:Number=Plur,3268,740,yes,0.0030000000000000027,0.043194412596539916,18.86311496303849,22.643818849449204,182.56863341884434,66.74528343857968,3.3306690738754696e-16,0.14291218751757545
node:X:own:xpos=Vmip3,2899,385,no,0.0030000000000000027,-0.04215807252605003,13.178863493394841,86.7195584684374,-109.49006478542543,31.173326124175937,2.359865325374244e-08,0.10369730361764559
node:X:prev:upos=PART,2554,502,yes,0.0030000000000000027,0.0474100500950109,12.796329339790976,19.655442443226313,66.35749380407844,11.730975368833274,0.0006146836866477434,0.0677729851286423
node:X:next:upos=ADV,1807,370,yes,0.0030000000000000027,0.0544214466994814,9.431557481519246,20.475926950747095,61.77525109787382,14.21002007902195,0.00016349757733225,0.08867848593513947
node:X:child:VerbForm=Fin,5043,561,no,0.0030000000000000027,-0.015393373264945887,23.49549171734116,88.87566924449732,-299.19779120831345,139.71524667312264,0.0,0.16644755377138712
"node:X:child:PronType=Int,Rel",2934,556,yes,0.0030000000000000027,0.025460562150234345,14.172826918174867,18.950238582140422,55.539893038827756,7.224868002926023,0.0071900459180676,0.04962321565570856
node:X:child:rel_shallow=nsubj:pass,2021,235,no,0.0030000000000000027,-0.006052162040448339,9.362549800796813,88.37209302325581,-109.72729249097785,46.396424433761055,9.659162358843787e-12,0.15151621040573685
node:X:child:rel_shallow=aux,4238,708,no,0.0030000000000000027,0.0430639824451266,18.504927657789892,83.29400660689005,-14.886821166137679,0.3716574418883689,0.5421022035972549,0.009364636847552761
node:X:child:rel_shallow=xcomp,1088,126,no,0.0030000000000000027,-0.05492458336993977,5.04298595093311,88.41911764705883,-59.5830253489282,25.436695704896476,4.571393382724054e-07,0.15290296238214526
node:X:child:rel_shallow=csubj,592,24,no,0.0030000000000000027,-0.14770754303668898,2.977563430488572,95.94594594594594,-76.97899908691683,96.47159557919827,0.0,0.40368152833169524
node:X:own:rel_shallow=conj,2798,342,no,0.0020000000000000018,-0.0921872678155265,12.874816523380165,87.77698355968549,-135.2622287925562,50.312592566242955,1.3110623697798474e-12,0.1340955893335587
node:X:prev:xpos=Va--3s,2073,356,yes,0.0020000000000000018,0.14273491544174743,9.074687738975273,17.173178967679693,2.402930562198378,0.019652420627603695,0.8885121706670973,0.0030789906807207326
node:X:prev:Gender=Masc,2205,359,no,0.0020000000000000018,-0.0193802509974913,9.677081149087858,83.718820861678,-17.112657072046602,0.95031306129645,0.32963962305972216,0.02076008141072178
node:X:next:Definite=Ind,1750,175,no,0.0020000000000000018,-0.07313523768820773,8.256447892639967,90.0,-123.50210878733856,70.32968675776134,0.0,0.20047042782666594
node:X:own:xpos=Vmip3s,2193,394,yes,0.0020000000000000018,0.08898943055299216,10.043334183023196,17.96625626994984,19.934214531066573,1.263191643478882,0.26104781955639766,0.024000224610201452
node:X:prev:upos=PUNCT,1989,321,no,0.0020000000000000018,-0.014370986397371777,8.743971482491087,83.86123680241327,-18.268968216009398,1.203463255087418,0.27263058233725945,0.024597956308272835
"node:X:child:Case=Dat,Gen",1190,146,no,0.0020000000000000018,-0.0454944768547475,5.472845460264207,87.73109243697479,-56.981433975390246,20.9746127758678,4.654098998191358e-06,0.13276191103527266
node:X:child:rel_shallow=iobj,1416,98,no,0.0020000000000000018,-0.04598996465583288,6.909205284126651,93.07909604519774,-143.53084916735511,127.13080451160928,0.0,0.2996358483296747
node:X:child:rel_shallow=fixed,483,68,no,0.0020000000000000018,-0.060776129477963514,2.175508492346404,85.92132505175984,-14.386582025305444,3.1833068367433253,0.07439403121592714,0.081183110217346
node:X:child:Definite=Ind,10373,1878,yes,0.0020000000000000018,-0.043504807376306145,47.871526892684166,18.104694880940905,108.65007174224957,7.9172151056126525,0.0048966588986177895,0.027627019444293372
node:X:child:Gender=Fem,13504,2308,yes,0.0020000000000000018,-0.023941840290103194,58.83252612796329,17.091232227488153,4.587155963302848,0.011007990398386625,0.9164401056619977,0.0009028649764817015
node:X:child:xpos=COMMA,4015,629,no,0.0020000000000000018,-0.012720174444572047,17.750052421891382,84.33374844333748,-55.84912387495103,5.615023210120502,0.017807145270008262,0.03739667612017125
node:X:child:xpos=Rw,663,176,yes,0.0020000000000000018,0.019397232508221673,4.486362477695641,26.546003016591253,62.91034392799686,37.35832075552053,9.830058989024337e-10,0.23737605563349357
node:X:child:Number=Plur,8134,1267,no,0.0020000000000000018,-2.456758239552381e-07,35.998112811910254,84.42340791738381,-120.43780164354962,12.9084213511782,0.0003271070626208461,0.03983680341365408
node:X:next:xpos=Qs,1096,45,no,0.001,-0.10127958293462097,5.509540784231495,95.8941605839416,-141.94760641767033,176.81400081531308,0.0,0.4016548805624864
node:X:next:xpos=Ncms-n,359,24,no,0.001,-0.22407929048688013,1.7561333612916754,93.31476323119777,-37.2355754598026,33.98430389305702,5.5558460054783154e-09,0.307674826960227
node:X:next:xpos=Rgp,1360,294,yes,0.001,0.013036388287708922,7.4942645934234,21.61764705882353,62.02121831383974,18.74901695219674,1.491001976361428e-05,0.11741397649605115
node:X:own:rel_shallow=root,8129,1194,no,0.001,0.004595451548933965,36.354581673306775,85.31184647558125,-192.5849384755859,33.52990551223814,7.0176647826158955e-09,0.06422403729673073
node:X:own:rel_shallow=xcomp,271,32,no,0.001,-0.018855367256914612,1.2528832040260012,88.19188191881919,-14.225183703639289,5.79372907860034,0.01608343726642092,0.14621584760475234
node:X:own:rel_shallow=ccomp,2151,382,yes,0.001,0.04387313948939127,9.737445832271222,17.75918177591818,15.098265141962713,0.7410868813943177,0.38931293356771113,0.018561555042973927
node:X:prev:Number=Sing,7045,1217,yes,0.001,0.19124107009802382,31.022176905429514,17.274662881476225,15.315796338971268,0.23455902232816517,0.6281637949670089,0.005770129665442589
node:X:parent:Gender=Fem,3822,955,yes,0.001,0.02620100073056919,24.343614580678054,24.986917844060702,303.07139440845253,152.99495632747818,0.0,0.20007517970014566
node:X:next:SpaceAfter=No,1854,286,no,0.001,0.027089971777923355,8.219752568672678,84.57389428263214,-30.24166268098611,3.5796959572018237,0.05848985558089981,0.04394082490600986
node:X:parent:xpos=Ncfpry,691,250,yes,0.001,0.030073354001781377,6.372673973999491,36.1794500723589,132.13431018739945,144.80724478136827,0.0,0.45777926919786865
node:X:next:Polarity=Pos,1380,194,no,0.001,0.15165250074894893,6.21723631788635,85.94202898550725,-41.39023435801556,9.225478167220329,0.002386703540165791,0.08176263881921496
node:X:parent:Definite=Ind,2498,475,yes,0.001,-0.0033404816161721473,12.108080550599032,19.015212169735786,48.9095612852733,6.574655387196436,0.010344102926916787,0.051302706839520894
node:X:own:Tense=Pqp,547,117,yes,0.001,0.06306416171152412,2.9824114198317613,21.389396709323584,23.696769424757605,6.824975833256249,0.008989177238345691,0.11170095747091882
node:X:prev:Mood=Ind,1583,220,no,0.001,-0.1261509264977203,7.1451037953449354,86.10233733417562,-50.01647897734682,11.77813531321349,0.0005993048679023838,0.08625768777739991
node:X:prev:upos=PRON,5523,582,no,0.001,-0.02056064083879653,25.901656531767664,89.46224877783813,-360.07265533284055,187.1379177465981,0.0,0.18407439205876747
node:X:prev:upos=NOUN,2830,785,yes,0.001,0.015555011115730218,20.0101962783584,27.73851590106007,302.2794469324753,199.56183050428908,0.0,0.2655495205820832
node:X:own:Gender=Masc,4789,802,no,0.001,-0.02519429097297724,20.90060809394003,83.2532887868031,-14.872342275751066,0.32804617963390936,0.5668118394638839,0.008276468637272818
node:X:next:VerbForm=Inf,836,2,no,0.001,-0.7015808489287153,4.371985741245544,99.76076555023924,-140.59872168355145,290.8861591838658,0.0,0.589872826274336
node:X:child:upos=ADP,2110,357,no,0.001,0.09656715962324233,9.189557559236738,83.08056872037915,-2.9082568807339726,0.028394063092441746,0.8661857115532839,0.003668365022669616
node:X:child:rel_shallow=cop,281,28,no,0.001,-0.39283003748776835,1.3262738519605788,90.0355871886121,-19.93091003956694,11.41646415339852,0.0007279610502363143,0.2015638516972395
node:X:child:rel_shallow=advcl,2659,435,no,0.001,0.04343773445582988,11.658628643321451,83.6404663407296,-18.552632723161878,0.9250949708606913,0.3361407458023604,0.018652368691104686
node:X:child:Abbr=Yes,417,135,yes,0.001,0.36501822430956,3.4412439459597244,32.37410071942446,63.87121179181703,57.86539923702078,2.808864252301646e-14,0.372513013749211
node:X:child:xpos=Ncmsry,4036,751,yes,0.001,0.010469187713173823,19.14351261789447,18.607532210109017,62.56885081960081,6.698607620265289,0.009648823254841066,0.04073959345395071
node:X:child:xpos=Qz,1295,154,no,0.001,-0.013364150778587103,5.981337806668065,88.10810810810811,-66.89156050263054,26.763458534345396,2.2994463300118895e-07,0.14375939394343892
node:X:child:xpos=PERIOD,7841,1157,no,0.001,0.04349982379471932,35.03879219962256,85.24422905241678,-180.4600200008697,30.486292925610915,3.362337996914988e-08,0.06235432498927495
node:X:child:xpos=Vap--sm,501,50,no,0.001,-0.3348313569692642,2.3642273013210318,90.01996007984032,-35.45688942997522,20.257736567721626,6.7679221048555505e-06,0.20108357448480987
node:X:child:xpos=Rgp,2748,539,yes,0.001,0.14957141753537528,13.739485087942901,19.614264919941775,70.26640288708205,12.232117213731298,0.0004697386466274711,0.06671791301937276
node:X:child:Number=Sing,17190,2963,yes,0.001,0.04867393940668763,75.52893193984195,17.23676556137289,30.856428540371326,0.39041147987811275,0.5320831897595552,0.004765663252972026
