row_idx,lexunit,primary_cluster,clusters_above_threshold
304,"('Sahara', 'PROPN')",0,"[(0, 0.5260268266756348), (1, 0.16185491027514626)]"
307,"('Savoie', 'PROPN')",7,"[(3, 0.12358219109194743), (7, 0.5678059725655762)]"
308,"('Serbie', 'PROPN')",1,"[(0, 0.15059810198004145), (1, 0.3012457626225144), (3, 0.15129638332752746), (7, 0.1170067540372585)]"
309,"('Strasbourg', 'PROPN')",7,"[(3, 0.10541859998315009), (7, 0.6497573352470921)]"
310,"('Suisse', 'PROPN')",1,"[(0, 0.15045187642441807), (1, 0.2978051388111625), (3, 0.1249003664147092), (7, 0.16884582847489224)]"
311,"('Suède', 'PROPN')",1,"[(0, 0.18092698724831738), (1, 0.4552644387608512)]"
312,"('Texas', 'PROPN')",0,"[(0, 0.4216528713362674), (1, 0.1595224037350827), (3, 0.16001249258660533)]"
315,"('Toulouse', 'PROPN')",7,"[(3, 0.11297601610461304), (7, 0.5821374194657287)]"
316,"('Tunis', 'PROPN')",7,"[(3, 0.10492548215397224), (7, 0.5636966135156647)]"
317,"('Tunisie', 'PROPN')",1,"[(0, 0.16038837695086966), (1, 0.4747306927336909)]"
318,"('Turquie', 'PROPN')",1,"[(0, 0.14451502396478577), (1, 0.35664705924027834), (3, 0.152697304290243), (7, 0.13179405362267)]"
319,"('UE', 'PROPN')",0,"[(0, 0.38784662789141183), (1, 0.3382872399878574)]"
320,"('UEFA', 'PROPN')",1,"[(0, 0.24404305575988378), (1, 0.27966475481749), (3, 0.1207716063774387)]"
321,"('V', 'NUM')",7,"[(0, 0.1087900898791872), (1, 0.11092557962780503), (3, 0.12959712274451213), (7, 0.1874699984325851), (8, 0.1046825207224494)]"
322,"('VI', 'NUM')",7,"[(3, 0.11897821641111575), (7, 0.21293527621113234)]"
323,"('Vancouver', 'PROPN')",7,"[(3, 0.12392027242686511), (7, 0.519999470984534)]"
324,"('Venezuela', 'PROPN')",0,"[(0, 0.46482133033087547), (1, 0.1569283677467365), (3, 0.13681524879168722)]"
326,"('Vienne', 'PROPN')",7,"[(1, 0.10847052712233742), (3, 0.16498548323371928), (5, 0.11007573519910588), (7, 0.40827832669452024)]"
327,"('Washington', 'PROPN')",7,"[(3, 0.13471434822585018), (5, 0.12536446991260555), (7, 0.40697628008147185)]"
330,"('X', 'PROPN')",7,"[(3, 0.14785759263653983), (5, 0.11808099870929047), (7, 0.2665163937883477)]"
333,"('XIV', 'NUM')",7,"[(3, 0.11971420425002247), (7, 0.1823178312536696)]"
336,"('XV', 'NUM')",7,"[(3, 0.10585101925967545), (7, 0.5729010212986679)]"
342,"('abandon', 'NOUN')",0,"[(0, 0.8114434444115144), (1, 0.10324177617340348)]"
345,"('abbaye', 'NOUN')",1,"[(0, 0.14762882299433538), (1, 0.7570113057625663)]"
346,"('abbé', 'NOUN')",0,"[(0, 0.6491916491222502), (1, 0.1516796827424766)]"
347,"('abordable', 'ADJ')",8,"[(0, 0.12356336450049207), (3, 0.1709295379596024), (8, 0.28325037277340476)]"
350,"('abri', 'NOUN')",0,"[(0, 0.5283905250333387), (1, 0.23082959920265542)]"
352,"('absence', 'NOUN')",1,"[(0, 0.1756937995751616), (1, 0.7192053095999736)]"
353,"('absolument', 'ADV')",4,"[(4, 0.4468160811571997), (8, 0.11051786280952393)]"
354,"('académie', 'NOUN')",1,"[(0, 0.10322185257268468), (1, 0.8428038662042747)]"
365,"('accusation', 'NOUN')",1,"[(0, 0.22298466184701135), (1, 0.5551158020758379)]"
367,"('accès', 'NOUN')",0,"[(0, 0.6435882210440831), (1, 0.10968866113570178), (3, 0.12654203633340752)]"
369,"('achat', 'NOUN')",0,"[(0, 0.39994376462078196), (1, 0.10596656432523424), (3, 0.39937435205781946)]"
372,"('acide', 'NOUN')",0,"[(0, 0.4588686316225393), (1, 0.14752273087227422), (3, 0.16768335690765981)]"
376,"('actif', 'ADJ')",2,"[(2, 0.24567880829268599), (3, 0.1166126200945717), (8, 0.19478408739085357), (9, 0.11600789554134931)]"
379,"('actrice', 'NOUN')",1,"[(0, 0.1891876640735032), (1, 0.461441639273348), (8, 0.1399094578179684)]"
380,"('actualité', 'NOUN')",1,"[(0, 0.19459031530364612), (1, 0.638734184294174)]"
381,"('actuel', 'ADJ')",2,"[(2, 0.6908560505037293), (9, 0.19603300518246197)]"
383,"('adaptation', 'NOUN')",1,"[(0, 0.11655143758394522), (1, 0.792330526708749)]"
386,"('administrateur', 'NOUN')",0,"[(0, 0.37110022373872603), (1, 0.12159775136594753), (3, 0.1310276498864167), (8, 0.24240034585603373)]"
393,"('adulte', 'NOUN')",0,"[(0, 0.5570062989179093), (1, 0.15268429538524955), (3, 0.13743976404122263)]"
394,"('adversaire', 'NOUN')",0,"[(0, 0.6636572603060488), (1, 0.1396589541203848)]"
399,"('affluent', 'NOUN')",0,"[(0, 0.4843976145606914), (1, 0.16218556375062873), (8, 0.14865528530174946)]"
400,"('affrontement', 'NOUN')",0,"[(0, 0.671584157907805), (1, 0.1270015434899427)]"
402,"('afin', 'ADV')",4,"[(0, 0.11214087223029581), (1, 0.11131117116963973), (4, 0.18718914675499446), (5, 0.10447495962464282), (8, 0.16514300034519006)]"
409,"('agriculture', 'NOUN')",1,"[(0, 0.19436625236490923), (1, 0.6216494462287758)]"
410,"('agréable', 'ADJ')",8,"[(0, 0.11259015151466009), (1, 0.10267614684515076), (3, 0.12847817330557748), (8, 0.2576585971050198), (9, 0.13061314695512316)]"
411,"('aide', 'NOUN')",1,"[(0, 0.11854091917685111), (1, 0.8187011387387227)]"
414,"('ailleurs', 'ADV')",4,"[(4, 0.29426734398978327), (8, 0.14785090836646347)]"
421,"('alcool', 'NOUN')",3,"[(0, 0.18737674335963755), (1, 0.1051955329260335), (3, 0.4672725473073096)]"
422,"('alentours', 'NOUN')",0,"[(0, 0.44421399765165925), (1, 0.18624417430220563), (3, 0.15349236460588525)]"
426,"('allemand', 'NOUN')",0,"[(0, 0.6446781415574258), (3, 0.15680363604624475)]"
430,"('altitude', 'NOUN')",1,"[(0, 0.1052269416925294), (1, 0.6433497588226557)]"
431,"('ambiance', 'NOUN')",1,"[(0, 0.122994005421358), (1, 0.7811759389019178)]"
432,"('ambition', 'NOUN')",1,"[(0, 0.17857215362189274), (1, 0.6402597794168746)]"
434,"('ami', 'NOUN')",0,"[(0, 0.5232712453634413), (1, 0.14362933871056885), (3, 0.12478788302019797)]"
435,"('amie', 'NOUN')",1,"[(0, 0.1802203429864495), (1, 0.5188550538568165)]"
437,"('amphibien', 'NOUN')",3,"[(0, 0.11542887654929936), (3, 0.3693263105758121), (7, 0.1938801025435501)]"
438,"('amélioration', 'NOUN')",1,"[(0, 0.15184390325530414), (1, 0.727846704429486)]"
442,"('américain', 'NOUN')",0,"[(0, 0.5502428153310177), (1, 0.1751785828076937)]"
443,"('an', 'NOUN')",3,"[(0, 0.1287885168282783), (3, 0.4570877274231358)]"
446,"('ancêtre', 'NOUN')",0,"[(0, 0.5678790824380947), (1, 0.14334637959188115), (3, 0.12057120953484063)]"
448,"('anglais', 'NOUN')",3,"[(0, 0.2048135465567821), (3, 0.5445739396112251)]"
456,"('année', 'NOUN')",1,"[(0, 0.11028066949268017), (1, 0.7959042372057155)]"
457,"('antique', 'ADJ')",2,"[(2, 0.6353237774351962), (9, 0.21612436795312745)]"
458,"('antérieur', 'ADJ')",2,"[(2, 0.4419310751843768), (9, 0.10287165597653673)]"
459,"('août', 'NOUN')",3,"[(0, 0.1023861760698665), (3, 0.4061326774065059)]"
463,"('apparence', 'NOUN')",1,"[(0, 0.1496034079399365), (1, 0.6525507517409336)]"
464,"('apparition', 'NOUN')",1,"[(0, 0.1697788206213535), (1, 0.6306918559192143)]"
466,"('appel', 'NOUN')",0,"[(0, 0.4332294114282021), (1, 0.12416346470692032), (3, 0.17951316938513262), (8, 0.1265552546671811)]"
473,"('apprentissage', 'NOUN')",0,"[(0, 0.45821103394990165), (1, 0.16637257200417666), (3, 0.24539867938007723)]"
476,"('approvisionnement', 'NOUN')",0,"[(0, 0.7496041608323617), (1, 0.10433246240205933)]"
478,"('appui', 'NOUN')",0,"[(0, 0.6876069010801834), (1, 0.1513064356183391)]"
480,"('après', 'ADP')",4,"[(4, 0.40584922804060786), (9, 0.12897640989051287)]"
481,"('après', 'ADV')",4,"[(4, 0.2945590265825216), (8, 0.11805651057462417)]"
482,"('après-midi', 'NOUN')",3,"[(0, 0.2583382060329128), (1, 0.10714128969552839), (3, 0.448391631334753)]"
484,"('arabe', 'NOUN')",0,"[(0, 0.3731267192511539), (1, 0.13541810659890385), (3, 0.3065762927886825)]"
489,"('archive', 'NOUN')",1,"[(0, 0.2031880281627126), (1, 0.5437302213454143)]"
490,"('argent', 'NOUN')",3,"[(0, 0.20897069902576787), (3, 0.5451977249909105)]"
491,"('arme', 'NOUN')",1,"[(0, 0.10829838703820706), (1, 0.7499744507743756)]"
492,"('armer', 'VERB')",8,"[(0, 0.1276102722483512), (3, 0.12887344387917796), (8, 0.2877519399125611)]"
496,"('arrivée', 'NOUN')",1,"[(0, 0.1586391826189299), (1, 0.763058348021234)]"
497,"('arrière', 'NOUN')",0,"[(0, 0.6381033521187188), (1, 0.1453044040636562), (3, 0.12782332340402633)]"
498,"('arrondissement', 'NOUN')",0,"[(0, 0.6527593593230325), (1, 0.15586507281780887)]"
501,"('arrêté', 'NOUN')",0,"[(0, 0.43942637520334266), (1, 0.15175063689491555), (3, 0.15908947968583248)]"
502,"('art', 'NOUN')",0,"[(0, 0.6178527865005917), (1, 0.11079629587711835), (3, 0.1870500195833528)]"
505,"('artillerie', 'NOUN')",1,"[(0, 0.11268124556439636), (1, 0.7430095320988718)]"
510,"('assemblée', 'NOUN')",1,"[(0, 0.1020592270376826), (1, 0.8175655048877443)]"
526,"('attente', 'NOUN')",1,"[(0, 0.12771060162212353), (1, 0.5965153063956746), (3, 0.10506071155919373)]"
527,"('attention', 'NOUN')",1,"[(0, 0.17376416192374308), (1, 0.6139049351332545)]"
532,"('attribut', 'NOUN')",0,"[(0, 0.6266112829278423), (1, 0.13320611749462813), (3, 0.1134628128298174)]"
533,"('au-delà', 'ADV')",4,"[(0, 0.1048162877986197), (1, 0.10819727466039349), (4, 0.23356799134719447), (8, 0.21163123655940208)]"
534,"('au-dessus', 'ADV')",8,"[(0, 0.11641868124717288), (1, 0.1086612853892489), (4, 0.18819628057689006), (8, 0.2425617772844984)]"
535,"('aucun', 'DET')",9,"[(4, 0.13785793040518834), (9, 0.3418834117320312)]"
536,"('aucun', 'PRON')",0,"[(0, 0.1806177438127379), (1, 0.1338821782744679), (3, 0.13118553046045892), (4, 0.14801855979044573), (8, 0.1523903607707084)]"
538,"('augmentation', 'NOUN')",1,"[(0, 0.1469425582246199), (1, 0.735993527651431)]"
542,"('auprès', 'ADV')",8,"[(0, 0.12418386311503503), (1, 0.11791860890319841), (4, 0.15735089304776356), (5, 0.10225389816310197), (8, 0.21801767201986766)]"
546,"('autant', 'PRON')",8,"[(0, 0.1289356058183044), (1, 0.11528667727526978), (3, 0.10015044788919354), (8, 0.3176291060118393)]"
548,"('automne', 'NOUN')",0,"[(0, 0.47389775937866613), (1, 0.13514646362760108), (3, 0.2569637031770884)]"
552,"('autorisation', 'NOUN')",1,"[(0, 0.11324724362684947), (1, 0.750899213326919)]"
554,"('autorité', 'NOUN')",1,"[(0, 0.18119201176244834), (1, 0.6829106075149628)]"
555,"('autoroute', 'NOUN')",1,"[(0, 0.17491717536791043), (1, 0.7213259387102521)]"
