row_idx,lexunit,primary_cluster,clusters_above_threshold
102,"('20', 'NUM')",3,"[(3, 0.16623123956115957), (9, 0.144283257612409), (11, 0.1159256572105204)]"
117,"('21', 'NUM')",9,"[(3, 0.18425051517452848), (6, 0.12604154710288018), (9, 0.3049181783323313), (11, 0.12173178104880994)]"
118,"('22', 'NUM')",9,"[(3, 0.165758143018897), (6, 0.12179744331982968), (9, 0.25804133766942483), (11, 0.12095476055254013)]"
119,"('23', 'NUM')",9,"[(3, 0.16974020596552772), (6, 0.12484495419605258), (9, 0.25771408494946235), (11, 0.12366781847788018)]"
120,"('24', 'NUM')",9,"[(3, 0.17292108705461348), (6, 0.12002891164805599), (9, 0.24704830359915098), (11, 0.1258855787238702)]"
121,"('25', 'NUM')",9,"[(3, 0.17085423457712667), (6, 0.12857700163701966), (9, 0.31821178087985275), (11, 0.121268833041352)]"
122,"('26', 'NUM')",9,"[(3, 0.15099426083116058), (6, 0.13826810152222252), (9, 0.3394908349130955), (11, 0.11501730015144866)]"
123,"('27', 'NUM')",9,"[(3, 0.16893187962886022), (6, 0.13424640284053227), (9, 0.3324704486712344), (11, 0.11945371366739913)]"
124,"('28', 'NUM')",9,"[(3, 0.14985406769605936), (6, 0.13669713960246138), (9, 0.3486456702988621), (11, 0.11317151597063603)]"
125,"('29', 'NUM')",9,"[(3, 0.14490661115708545), (6, 0.14035109167598198), (9, 0.3315421159248298), (11, 0.11677216142329137)]"
126,"('2e', 'ADJ')",2,"[(1, 0.12570096434551295), (2, 0.4986377670909985)]"
127,"('3', 'NUM')",3,"[(3, 0.1617220259496618), (4, 0.12239350126792678), (9, 0.11035331478112953), (11, 0.10661496839182154)]"
128,"('30', 'NUM')",3,"[(3, 0.19637685892618417), (6, 0.10391218436688003), (9, 0.1664996055161868), (11, 0.1316031710712477)]"
129,"('31', 'NUM')",9,"[(3, 0.15820141862981238), (6, 0.13315765987207717), (9, 0.3542687703015834), (11, 0.11291349384964607)]"
134,"('3e', 'ADJ')",2,"[(1, 0.131588538855294), (2, 0.439159060427682)]"
135,"('4', 'NUM')",4,"[(2, 0.10970350594383875), (3, 0.13002155742164026), (4, 0.19378024807804842)]"
140,"('5', 'NUM')",3,"[(3, 0.1656967374254612), (9, 0.13182496500424418), (11, 0.11120573957030089)]"
143,"('6', 'NUM')",9,"[(3, 0.1800074023754759), (6, 0.12270466759759285), (9, 0.24727999609924986), (11, 0.1275650492163869)]"
145,"('7', 'NUM')",9,"[(3, 0.1812577095789473), (6, 0.11651968197991525), (9, 0.233735731616818), (11, 0.12424474961551353)]"
148,"('8', 'NUM')",9,"[(3, 0.17217470905267182), (6, 0.11070238757803501), (9, 0.2099859040589196), (11, 0.11839131574889149)]"
150,"('9', 'NUM')",9,"[(3, 0.17033173357408274), (6, 0.12897987958976895), (9, 0.2814838071252992), (11, 0.12419999944229973)]"
152,"('=', 'VERB')",10,"[(1, 0.10828866892443169), (3, 0.10074641216738395), (10, 0.22741852128730447)]"
153,"('A', 'PROPN')",5,"[(3, 0.13047721356017744), (5, 0.16590489733955566), (8, 0.10221800580736883), (12, 0.10408914268819082)]"
155,"('Afrique', 'PROPN')",5,"[(3, 0.15496216493307555), (5, 0.19042097411355044), (6, 0.18431617310469844), (9, 0.17707913086131247), (11, 0.12092012827298497)]"
158,"('Alex', 'PROPN')",8,"[(5, 0.26085410778696677), (8, 0.35803395653800496)]"
161,"('Algérie', 'PROPN')",6,"[(3, 0.13150365449584486), (5, 0.16304316467091826), (6, 0.21590750496897979), (9, 0.19522209719793443), (11, 0.13314908115695342)]"
162,"('Allemagne', 'PROPN')",5,"[(5, 0.46381119563953876), (6, 0.11581824014377763)]"
163,"('Amérique', 'PROPN')",5,"[(3, 0.12805936703827928), (5, 0.2242500285917444), (6, 0.20213832690848785), (9, 0.12172639901297724), (11, 0.13628947586452292)]"
171,"('B', 'PROPN')",0,"[(0, 0.15529468506363953), (1, 0.15007298175036282)]"
175,"('Berlin', 'PROPN')",5,"[(5, 0.6280723771888149), (12, 0.11182232367680232)]"
179,"('Bourgogne', 'PROPN')",5,"[(5, 0.48992077221567104), (12, 0.15374730605125217)]"
181,"('Bruxelles', 'PROPN')",5,"[(5, 0.4772402580948055), (12, 0.11981691004278364)]"
182,"('Brésil', 'PROPN')",9,"[(3, 0.12012532075265046), (9, 0.6271644334192704)]"
183,"('Bulgarie', 'PROPN')",5,"[(5, 0.4238233403799102), (6, 0.14990210818520694), (11, 0.10489037998823489)]"
184,"('C', 'NOUN')",3,"[(1, 0.10362185871914398), (3, 0.11066869815645375)]"
185,"('CD', 'NOUN')",3,"[(3, 0.5744978518626037), (9, 0.23595441106394754)]"
186,"('Californie', 'PROPN')",5,"[(5, 0.6550444081524027), (12, 0.10950502744494424)]"
187,"('Canada', 'PROPN')",9,"[(3, 0.13113841326900294), (9, 0.5815692558318974)]"
190,"('Chine', 'PROPN')",6,"[(6, 0.6187946203173956), (11, 0.17333654223358907)]"
192,"('Côte', 'PROPN')",6,"[(3, 0.11113883119584933), (5, 0.1117884568848916), (6, 0.2253361889368215), (9, 0.12175894703477262), (11, 0.1513072333196768)]"
193,"('DVD', 'NOUN')",9,"[(3, 0.27555209429984845), (9, 0.5625170110945148)]"
194,"('Danemark', 'PROPN')",9,"[(3, 0.15983870201295527), (9, 0.5369073819526355)]"
198,"('Disney', 'PROPN')",8,"[(5, 0.13748857848452528), (8, 0.4696941267957832)]"
202,"('Etats-Unis', 'PROPN')",11,"[(3, 0.19582903254796608), (6, 0.12243754465230479), (9, 0.15521077301770797), (11, 0.27075955509489513)]"
212,"('Grand', 'PROPN')",9,"[(3, 0.137432929541806), (6, 0.1265039205422756), (9, 0.4387974291368012)]"
213,"('Grande-Bretagne', 'PROPN')",6,"[(3, 0.11677829089293432), (5, 0.18521160175671594), (6, 0.22978228322210226), (11, 0.17145722885506778)]"
214,"('Grèce', 'PROPN')",6,"[(6, 0.5404463358623743), (11, 0.18501926923168743)]"
224,"('Inde', 'PROPN')",5,"[(3, 0.10903057205306531), (5, 0.27997885624218594), (6, 0.1794682584697579), (9, 0.13923894640719603), (11, 0.11641694482640172)]"
225,"('Internet', 'PROPN')",5,"[(5, 0.16276543295857568), (8, 0.12527513042204033), (12, 0.13488803371504274)]"
226,"('Irak', 'PROPN')",9,"[(3, 0.11669275125099493), (6, 0.24994281643281954), (9, 0.2574898874106506), (11, 0.1450715512238909)]"
227,"('Iran', 'PROPN')",9,"[(3, 0.1239464595171148), (5, 0.14414837899437455), (6, 0.19982705696312703), (9, 0.20545111651984221), (11, 0.13135722329655328)]"
231,"('Ivoire', 'PROPN')",5,"[(5, 0.3510472342125665), (12, 0.12706399719107764)]"
232,"('J.-C.', 'PROPN')",5,"[(5, 0.3926017585089007), (12, 0.1505840199365374)]"
235,"('Japon', 'PROPN')",9,"[(3, 0.12464498913263616), (9, 0.608746972868882)]"
238,"('Jeanne', 'PROPN')",8,"[(5, 0.10158505450712539), (8, 0.4456579587933257)]"
243,"('Libye', 'PROPN')",5,"[(5, 0.3350883092750834), (6, 0.2241949845891845), (11, 0.13322248244838075)]"
245,"('Liège', 'PROPN')",5,"[(5, 0.5021841945226654), (12, 0.13224417815278805)]"
246,"('Loire', 'PROPN')",6,"[(6, 0.4023660611380842), (9, 0.12021109931284366), (11, 0.1935448270431677)]"
248,"('Lord', 'PROPN')",8,"[(3, 0.13851681006635022), (8, 0.29793534917738523), (9, 0.1309557145271488)]"
250,"('Los', 'PROPN')",8,"[(5, 0.12966320417023477), (8, 0.5284406464461835)]"
253,"('M.', 'NOUN')",8,"[(3, 0.10364601536333566), (8, 0.3956901301511526)]"
254,"('Madrid', 'PROPN')",5,"[(5, 0.6483898297991192), (12, 0.10718167067735657)]"
255,"('Mali', 'PROPN')",9,"[(3, 0.12897058360272737), (9, 0.5526407416881572)]"
256,"('Mans', 'PROPN')",9,"[(3, 0.1366753021590702), (6, 0.11122361651490588), (9, 0.484938447469436)]"
263,"('Mauritanie', 'PROPN')",6,"[(6, 0.42782485601425196), (9, 0.12020520766938811), (11, 0.2042855198793644)]"
264,"('Mexique', 'PROPN')",9,"[(3, 0.11920510754549958), (9, 0.6677890745223699)]"
267,"('Milan', 'PROPN')",9,"[(3, 0.19450169800511297), (5, 0.11735204801377208), (6, 0.10388111945902972), (8, 0.10897578539143543), (9, 0.2194465966859392)]"
269,"('Moscou', 'PROPN')",5,"[(5, 0.6607761931262374), (12, 0.10172375317118275)]"
270,"('Méditerranée', 'PROPN')",5,"[(5, 0.3437237518037447), (6, 0.14728260778523622), (11, 0.10244410463114936)]"
272,"('Napoléon', 'PROPN')",5,"[(3, 0.1141402823629093), (5, 0.16809356862987873), (8, 0.16707996745666584)]"
274,"('Nice', 'PROPN')",5,"[(5, 0.6513288757857129), (12, 0.10175442768737403)]"
276,"('Norvège', 'PROPN')",5,"[(5, 0.5049561428281201), (6, 0.1152940946411094)]"
277,"('Notre-Dame', 'PROPN')",8,"[(1, 0.10940735612818184), (5, 0.11261010243491618), (8, 0.1482956651454348)]"
278,"('Noël', 'PROPN')",5,"[(5, 0.4414266276719848), (8, 0.16457315219948074)]"
279,"('ONU', 'PROPN')",9,"[(3, 0.11263652050159605), (6, 0.2377167376345122), (9, 0.26754848503930606), (11, 0.1450460320056043)]"
280,"('Occident', 'PROPN')",9,"[(3, 0.14114314687315802), (6, 0.20958318064702533), (9, 0.3374364433126828), (11, 0.12092777947197988)]"
281,"('Orléans', 'PROPN')",5,"[(5, 0.6611418252072722), (12, 0.10181913670465545)]"
282,"('PS', 'PROPN')",9,"[(3, 0.15184300489539515), (6, 0.1104919269369772), (9, 0.18530444523395145)]"
286,"('Pays-Bas', 'PROPN')",11,"[(3, 0.1836270632631614), (6, 0.12533082980159857), (9, 0.1364714685826013), (11, 0.24739039753782605)]"
289,"('Pokémon', 'PROPN')",3,"[(3, 0.4603799353800736), (9, 0.15902070347573125)]"
291,"('Portugal', 'PROPN')",9,"[(3, 0.11539906772102528), (9, 0.6647762935999406)]"
292,"('Québec', 'PROPN')",9,"[(3, 0.16437660840713234), (6, 0.10203985037997651), (9, 0.45497924756724106)]"
295,"('Renaissance', 'PROPN')",6,"[(6, 0.4946274856146107), (9, 0.11687142371939195), (11, 0.17143797475403283)]"
296,"('Rennes', 'PROPN')",5,"[(5, 0.37174921978822606), (8, 0.10859131674060367), (12, 0.12744868267604542)]"
300,"('Roumanie', 'PROPN')",5,"[(3, 0.11495226004305215), (5, 0.1875800702627101), (6, 0.18706805382627267), (11, 0.1436369120821257)]"
301,"('Royal', 'PROPN')",6,"[(6, 0.29267713527606043), (9, 0.1317491550635806), (11, 0.19748011257211054)]"
302,"('Royaume-Uni', 'PROPN')",9,"[(3, 0.13227671940196115), (9, 0.5681553804289063)]"
303,"('Russie', 'PROPN')",6,"[(6, 0.6180113505002324), (11, 0.18454589361131424)]"
304,"('Sahara', 'PROPN')",9,"[(3, 0.15983060222826115), (6, 0.11454246025955306), (9, 0.4392773031239078)]"
308,"('Serbie', 'PROPN')",5,"[(5, 0.25021786400106794), (6, 0.18370230755757444), (11, 0.13272096449273668)]"
310,"('Suisse', 'PROPN')",5,"[(3, 0.10683406601824662), (5, 0.26974390248215846), (6, 0.1694539811554029), (11, 0.13455759028131478)]"
311,"('Suède', 'PROPN')",6,"[(3, 0.11796487302416435), (6, 0.2849863033473741), (9, 0.11050807223812563), (11, 0.19771163965898902)]"
312,"('Texas', 'PROPN')",9,"[(3, 0.16306516269970328), (6, 0.11499904011647515), (9, 0.3554377743747858)]"
316,"('Tunis', 'PROPN')",5,"[(5, 0.620259815386377), (12, 0.12144360344868833)]"
317,"('Tunisie', 'PROPN')",6,"[(5, 0.1373849040071573), (6, 0.30464343321980564), (9, 0.10045904992463822), (11, 0.17829434857633447)]"
318,"('Turquie', 'PROPN')",5,"[(5, 0.32834718189197987), (6, 0.19883226641401763), (11, 0.12877110126780048)]"
319,"('UE', 'PROPN')",9,"[(3, 0.1115376832996313), (6, 0.24158840469696982), (9, 0.31042077709019844), (11, 0.14726100719842036)]"
320,"('UEFA', 'PROPN')",6,"[(3, 0.11308395189644474), (6, 0.20405348758638278), (9, 0.18696614777720194), (11, 0.129289324372184)]"
323,"('Vancouver', 'PROPN')",5,"[(5, 0.6459050591653192), (12, 0.10091482309299564)]"
324,"('Venezuela', 'PROPN')",9,"[(3, 0.15019830211267862), (6, 0.11193289212627558), (9, 0.40697734101416744)]"
327,"('Washington', 'PROPN')",5,"[(5, 0.4736629230662521), (12, 0.10025715869590866)]"
329,"('Windows', 'PROPN')",8,"[(5, 0.10356987793981749), (8, 0.5344582088650621)]"
330,"('X', 'PROPN')",5,"[(5, 0.2500238031903085), (12, 0.12177198600702473)]"
331,"('XIIIe', 'ADJ')",2,"[(1, 0.11055083366428446), (2, 0.29994631310901426), (9, 0.10524253236789717)]"
332,"('XIIe', 'ADJ')",2,"[(1, 0.10493069376622967), (2, 0.35165948005497827)]"
334,"('XIXe', 'ADJ')",2,"[(1, 0.10260080630446212), (2, 0.31489789219856745)]"
335,"('XIe', 'ADJ')",2,"[(1, 0.10487372088060212), (2, 0.342213399994661)]"
336,"('XV', 'NUM')",12,"[(5, 0.2575239267256977), (12, 0.36005627888721997)]"
337,"('XVIIIe', 'ADJ')",2,"[(1, 0.107526069661629), (2, 0.34103547452932975)]"
338,"('XVIIe', 'ADJ')",2,"[(1, 0.104786306144942), (2, 0.32110926006175067)]"
339,"('XVIe', 'ADJ')",2,"[(1, 0.11480883000788605), (2, 0.29600891386171924)]"
340,"('XVe', 'ADJ')",2,"[(1, 0.11314068029122884), (2, 0.31356933454912056), (9, 0.10322304748678433)]"
341,"('XXe', 'ADJ')",2,"[(1, 0.10408606657005554), (2, 0.3146369114581742)]"
342,"('abandon', 'NOUN')",9,"[(3, 0.10849785359116781), (9, 0.7352008948187971)]"
345,"('abbaye', 'NOUN')",6,"[(6, 0.5955771241424661), (9, 0.11019472793676048), (11, 0.18577621144704093)]"
346,"('abbé', 'NOUN')",9,"[(3, 0.15807926729273436), (6, 0.10739143135346471), (9, 0.5393729682922564)]"
347,"('abordable', 'ADJ')",1,"[(1, 0.4860537515989154), (10, 0.12416314733880073)]"
350,"('abri', 'NOUN')",9,"[(3, 0.23427844079536475), (6, 0.1495674878299439), (9, 0.33292362319338614), (11, 0.1441474390348072)]"
352,"('absence', 'NOUN')",6,"[(6, 0.5392398232187262), (9, 0.1253042281968707), (11, 0.21222726234523687)]"
354,"('académie', 'NOUN')",6,"[(6, 0.6799054488478626), (11, 0.17805066731728758)]"
356,"('accessible', 'ADJ')",10,"[(1, 0.241034995844295), (10, 0.3738636554178371)]"
363,"('accueil', 'NOUN')",9,"[(3, 0.14640894461649587), (9, 0.6725288861887748)]"
365,"('accusation', 'NOUN')",11,"[(6, 0.13111240286193165), (11, 0.6425636911500492)]"
367,"('accès', 'NOUN')",3,"[(3, 0.3851366716658604), (9, 0.3721632289742404)]"
369,"('achat', 'NOUN')",3,"[(3, 0.44117636949507716), (9, 0.27242281398534335)]"
372,"('acide', 'NOUN')",3,"[(3, 0.3747617294097198), (9, 0.23073335752702148), (11, 0.11471585972672703)]"
374,"('acte', 'NOUN')",3,"[(3, 0.6327600688120817), (9, 0.2515830240003534)]"
375,"('acteur', 'NOUN')",9,"[(3, 0.2829647633254465), (9, 0.4829364035736052)]"
377,"('action', 'NOUN')",11,"[(6, 0.3909135054481684), (11, 0.5638721430789002)]"
378,"('activité', 'NOUN')",11,"[(6, 0.22234276311066833), (11, 0.7240861786641349)]"
379,"('actrice', 'NOUN')",6,"[(6, 0.30963668624722473), (9, 0.1211919382151314), (11, 0.22502136872876963)]"
380,"('actualité', 'NOUN')",6,"[(6, 0.3754723553864221), (9, 0.11833766723148578), (11, 0.3276652302090628)]"
381,"('actuel', 'ADJ')",0,"[(0, 0.664415062856542), (1, 0.14747436401690678)]"
383,"('adaptation', 'NOUN')",6,"[(6, 0.5154102214423284), (11, 0.30002707294335956)]"
386,"('administrateur', 'NOUN')",3,"[(3, 0.3070716090831007), (9, 0.20917507362604779), (10, 0.14911110683591744)]"
388,"('administration', 'NOUN')",6,"[(6, 0.7328574065928062), (11, 0.15499610384225623)]"
391,"('adresse', 'NOUN')",6,"[(6, 0.5952296504964258), (11, 0.25378075667706207)]"
393,"('adulte', 'NOUN')",3,"[(3, 0.48852477163406416), (9, 0.20229028908789898), (11, 0.1276164673464821)]"
394,"('adversaire', 'NOUN')",9,"[(3, 0.347336948621899), (9, 0.35847326646566774)]"
395,"('affaire', 'NOUN')",11,"[(6, 0.16178168972628706), (11, 0.7551077128809518)]"
399,"('affluent', 'NOUN')",9,"[(3, 0.21955377818820773), (6, 0.11054000158483943), (9, 0.3185162544408173), (11, 0.10621475751424715)]"
400,"('affrontement', 'NOUN')",3,"[(3, 0.482454833161689), (9, 0.23116466630252075), (11, 0.1294458376362662)]"
402,"('afin', 'ADV')",7,"[(7, 0.18569929723736822), (10, 0.11546808091436415)]"
404,"('agence', 'NOUN')",6,"[(6, 0.6949470723233662), (11, 0.22670460715870702)]"
405,"('agent', 'NOUN')",3,"[(3, 0.49349563022807746), (9, 0.28513137436264163)]"
406,"('agglomération', 'NOUN')",6,"[(6, 0.7242470379139511), (11, 0.1612568784292308)]"
409,"('agriculture', 'NOUN')",6,"[(6, 0.453464657738689), (9, 0.14491516938976384), (11, 0.2009342762016388)]"
411,"('aide', 'NOUN')",6,"[(6, 0.6367044084224404), (11, 0.19716776490348695)]"
413,"('aile', 'NOUN')",11,"[(6, 0.1841385642371255), (11, 0.7470752233310219)]"
417,"('air', 'NOUN')",9,"[(3, 0.14320937817591495), (9, 0.7016514334434057)]"
418,"('aire', 'NOUN')",11,"[(6, 0.3235873597157898), (11, 0.5535036088665287)]"
420,"('album', 'NOUN')",9,"[(3, 0.14063187721518117), (9, 0.7711919548545052)]"
421,"('alcool', 'NOUN')",5,"[(3, 0.2008188998555496), (5, 0.22977465999616806), (9, 0.16834053631931215)]"
422,"('alentours', 'NOUN')",3,"[(3, 0.3774409951561702), (9, 0.182964887320521), (11, 0.186743123456216)]"
424,"('alimentaire', 'ADJ')",0,"[(0, 0.7072194374610364), (1, 0.14354133154558055)]"
426,"('allemand', 'NOUN')",3,"[(3, 0.5390906015368224), (9, 0.2635024981971827)]"
428,"('alliance', 'NOUN')",6,"[(6, 0.8313862408870779), (11, 0.12391813947104044)]"
430,"('altitude', 'NOUN')",6,"[(6, 0.40119473801032224), (11, 0.2569143355758524)]"
431,"('ambiance', 'NOUN')",6,"[(6, 0.6150307364802559), (11, 0.19889231026704288)]"
432,"('ambition', 'NOUN')",11,"[(6, 0.3101935024339203), (11, 0.41208223246098896)]"
434,"('ami', 'NOUN')",3,"[(3, 0.5020594428616374), (9, 0.18785675312682878)]"
435,"('amie', 'NOUN')",6,"[(6, 0.34484157862816756), (9, 0.11085175942100686), (11, 0.23665807383546372)]"
436,"('amour', 'NOUN')",9,"[(3, 0.15968436401971703), (9, 0.6950998841574179)]"
437,"('amphibien', 'NOUN')",5,"[(3, 0.1444592548726506), (5, 0.2947215877666177), (12, 0.10343348433421762)]"
438,"('amélioration', 'NOUN')",6,"[(6, 0.49129800919056443), (11, 0.279536522080674)]"
442,"('américain', 'NOUN')",3,"[(3, 0.331857261256514), (9, 0.2512892426661307), (11, 0.17400034256291202)]"
443,"('an', 'NOUN')",3,"[(3, 0.3115769979771839), (11, 0.10146913662715655)]"
444,"('analyse', 'NOUN')",6,"[(6, 0.8381149410367279), (11, 0.1334256170229286)]"
445,"('ancien', 'ADJ')",2,"[(1, 0.11496378086539837), (2, 0.582000763424304)]"
446,"('ancêtre', 'NOUN')",3,"[(3, 0.5220585246520689), (9, 0.19691638329446498)]"
448,"('anglais', 'NOUN')",3,"[(3, 0.32590328191670936), (5, 0.1718291279403771), (9, 0.18179354900089065)]"
449,"('animal', 'NOUN')",3,"[(3, 0.4730424344976497), (9, 0.3205919968080434)]"
450,"('animation', 'NOUN')",6,"[(6, 0.4079435325030701), (11, 0.26741687966130373)]"
452,"('annonce', 'NOUN')",11,"[(6, 0.2612289644388327), (11, 0.6190039854593555)]"
456,"('année', 'NOUN')",11,"[(6, 0.21034339597113041), (11, 0.6703993494961082)]"
457,"('antique', 'ADJ')",0,"[(0, 0.5609808353329937), (1, 0.20851082675936766)]"
458,"('antérieur', 'ADJ')",1,"[(0, 0.20669137182595612), (1, 0.4304512702172274)]"
459,"('août', 'NOUN')",3,"[(3, 0.15586504897131734), (9, 0.1012019108376251)]"
462,"('appareil', 'NOUN')",3,"[(3, 0.5206079640855567), (9, 0.3465471839215191)]"
463,"('apparence', 'NOUN')",6,"[(6, 0.37916548967947894), (11, 0.3313763455765375)]"
464,"('apparition', 'NOUN')",6,"[(6, 0.4075333737915772), (9, 0.10134290394633964), (11, 0.2787606543544719)]"
466,"('appel', 'NOUN')",3,"[(3, 0.3625069366693368), (9, 0.2459312135378784)]"
468,"('appellation', 'NOUN')",6,"[(6, 0.655022514685034), (11, 0.23241973607509042)]"
469,"('application', 'NOUN')",11,"[(6, 0.28259045766342256), (11, 0.6369282454758187)]"
473,"('apprentissage', 'NOUN')",9,"[(3, 0.3012026166702326), (6, 0.12411861993515134), (9, 0.3279983454400896)]"
474,"('approche', 'NOUN')",6,"[(6, 0.5925028878303908), (11, 0.3209086258013403)]"
476,"('approvisionnement', 'NOUN')",9,"[(3, 0.20957495628395784), (9, 0.6008928321603831)]"
478,"('appui', 'NOUN')",9,"[(3, 0.18254846667108843), (6, 0.10924108392677478), (9, 0.5461174780082035)]"
480,"('après', 'ADP')",2,"[(2, 0.45998203645957764), (7, 0.10369237172247803)]"
482,"('après-midi', 'NOUN')",3,"[(3, 0.2622978360741193), (6, 0.10640739429961284), (9, 0.25743409876207907)]"
484,"('arabe', 'NOUN')",3,"[(3, 0.38095950107464266), (9, 0.2183715505266137), (11, 0.10054106906788413)]"
485,"('arbre', 'NOUN')",9,"[(3, 0.29610060077263), (9, 0.6412627039680757)]"
486,"('arc', 'NOUN')",9,"[(3, 0.21539814762147413), (9, 0.6912377979179652)]"
487,"('architecte', 'NOUN')",9,"[(3, 0.3020518470351017), (9, 0.5824484033792652)]"
488,"('architecture', 'NOUN')",6,"[(6, 0.7063576243698937), (11, 0.1886574308446881)]"
489,"('archive', 'NOUN')",11,"[(6, 0.10170647961005033), (11, 0.6973876896777366)]"
490,"('argent', 'NOUN')",3,"[(3, 0.29664136951453923), (5, 0.1451578531409597), (9, 0.20808673219842314)]"
491,"('arme', 'NOUN')",11,"[(6, 0.12147166278902588), (11, 0.7715414575973264)]"
492,"('armer', 'VERB')",10,"[(1, 0.1522613681951781), (3, 0.12626885341837016), (10, 0.20728421676043932)]"
493,"('armée', 'NOUN')",6,"[(6, 0.7128494837032308), (11, 0.18706636560924866)]"
494,"('arrestation', 'NOUN')",6,"[(6, 0.486970773079112), (11, 0.32849181913207826)]"
496,"('arrivée', 'NOUN')",6,"[(6, 0.5979870516653654), (9, 0.11521332947800578), (11, 0.1873220420604447)]"
497,"('arrière', 'NOUN')",9,"[(3, 0.21627630446297036), (6, 0.10660543695635877), (9, 0.5114931624753627)]"
498,"('arrondissement', 'NOUN')",9,"[(3, 0.1462407722320129), (6, 0.10889143876431889), (9, 0.5714227413196847)]"
499,"('arrêt', 'NOUN')",9,"[(3, 0.30671400522928755), (9, 0.5736211985971443)]"
501,"('arrêté', 'NOUN')",9,"[(3, 0.2621779893806282), (6, 0.10821045360031693), (9, 0.30766271931590966)]"
502,"('art', 'NOUN')",9,"[(3, 0.36757295468300355), (9, 0.3924577307479705)]"
503,"('article', 'NOUN')",9,"[(3, 0.37152275716234245), (9, 0.4488878641067287)]"
505,"('artillerie', 'NOUN')",6,"[(6, 0.5506769195829146), (11, 0.20079816281391452)]"
506,"('artiste', 'NOUN')",3,"[(3, 0.791276547690944), (9, 0.13653337553657427)]"
508,"('aspect', 'NOUN')",9,"[(3, 0.334076464304158), (9, 0.52056570885672)]"
510,"('assemblée', 'NOUN')",6,"[(6, 0.6328789333558611), (11, 0.20134059679161384)]"
511,"('assez', 'ADV')",7,"[(2, 0.11406655128828838), (7, 0.40136385567741173)]"
512,"('assistance', 'NOUN')",6,"[(6, 0.5710530282152898), (11, 0.21973191132314837)]"
515,"('association', 'NOUN')",6,"[(6, 0.5306358896769731), (11, 0.36935130297155566)]"
519,"('atelier', 'NOUN')",3,"[(3, 0.4487362034820551), (9, 0.43438160493981204)]"
520,"('atmosphère', 'NOUN')",6,"[(6, 0.7104475198941299), (11, 0.16560477666859905)]"
522,"('attaque', 'NOUN')",6,"[(6, 0.7409750560714878), (11, 0.2064402307733261)]"
526,"('attente', 'NOUN')",11,"[(3, 0.10468374249767574), (6, 0.2898391815769436), (11, 0.3468445449895828)]"
527,"('attention', 'NOUN')",6,"[(6, 0.3830355923701429), (9, 0.10557551685905826), (11, 0.29065560198512985)]"
530,"('attitude', 'NOUN')",6,"[(6, 0.6999836332875847), (11, 0.16937802487335182)]"
