row_idx,lexunit,primary_cluster,clusters_above_threshold,entropy,one_minus_max,top2_ratio
1293,"('faire', 'AUX')",3,"[(3, 0.17754673379924765), (5, 0.1702832652619508), (7, 0.11380621853679289), (8, 0.10507422177807113)]",0.788011728393021,0.8224532662007523,1.0426552105758793
1749,"('mm', 'NOUN')",7,"[(2, 0.13318365283902706), (5, 0.12844036003970827), (6, 0.13191199797278313), (7, 0.17912811045203703), (8, 0.1140090680549687)]",0.8418521580134802,0.820871889547963,1.3449706974814764
633,"('bref', 'INTJ')",3,"[(1, 0.1308498943784584), (3, 0.18034293738263193), (4, 0.10603422783654025), (5, 0.10170806547812647)]",0.7541165639772678,0.819657062617368,1.3782428961006596
6,"('1', 'NUM')",0,"[(0, 0.18160111007859342), (7, 0.15763667559464684), (8, 0.1289717190308394)]",0.7875243353207122,0.8183988899214065,1.15202321663754
691,"('celui-ci', 'PRON')",3,"[(3, 0.18751392477929532), (5, 0.12561655203705802), (7, 0.1313176610982101), (8, 0.11570342459794987)]",0.7867069126969011,0.8124860752207047,1.4279413995887198
2934,"('€', 'NOUN')",6,"[(2, 0.14531253727737575), (5, 0.1128141683491435), (6, 0.18818157949609177), (7, 0.12800739534981143), (8, 0.11331590545512354)]",0.839220987186238,0.8118184205039083,1.295012687975344
1218,"('environ', 'ADV')",3,"[(1, 0.1867442595808153), (3, 0.1897643978844621)]",0.9070841461770488,0.8102356021155379,1.0161725897782672
2046,"('plusieurs', 'PRON')",5,"[(3, 0.13273660503719348), (5, 0.18977926804615827), (7, 0.1374292498362059), (8, 0.12591608262250364)]",0.8058200938878277,0.8102207319538417,1.3809234080251864
2165,"('près', 'PRON')",5,"[(2, 0.12361745101328253), (3, 0.10987744836474309), (4, 0.113533854057204), (5, 0.19109216926886538), (7, 0.140983087456676), (8, 0.12629336529774982)]",0.8940217617697888,0.8089078307311346,1.355426191298214
1797,"('mètre', 'NOUN')",7,"[(2, 0.140018699571753), (5, 0.12390865588089035), (6, 0.135941762757278), (7, 0.19183593479564837), (8, 0.11648337310876578)]",0.8527698393093927,0.8081640652043516,1.370073678604203
868,"('connu', 'ADJ')",7,"[(5, 0.14962509241135954), (7, 0.1921459331094351), (8, 0.15461982326086895)]",0.8099472874339865,0.8078540668905649,1.2426992157742507
536,"('aucun', 'PRON')",7,"[(3, 0.1649828907246303), (5, 0.155430234374365), (7, 0.1934554884369981), (8, 0.13994286293299485)]",0.8509150777446668,0.8065445115630019,1.1725790934278808
321,"('V', 'NUM')",6,"[(2, 0.12668639262267054), (5, 0.10169490575876348), (6, 0.1940574301943564), (7, 0.1088495284503836), (8, 0.10673620154628301)]",0.8031277799302797,0.8059425698056436,1.53179379550531
705,"('chacun', 'PRON')",5,"[(3, 0.13899117394600763), (5, 0.19442889247898176), (7, 0.18152424256447572), (8, 0.14093753182525945)]",0.8501778562968569,0.8055711075210182,1.071090504123285
2,"('&', 'CCONJ')",1,"[(0, 0.11427567214695541), (1, 0.19492186520842017), (3, 0.11920833642674886), (4, 0.10873204093335137)]",0.7656470075218907,0.8050781347915799,1.6351361914038265
1760,"('moins', 'PRON')",7,"[(2, 0.13677385367908368), (5, 0.17724911998317258), (7, 0.19644953527058498), (8, 0.17273278702126268)]",0.8669084404542339,0.803550464729415,1.1083244604499882
1997,"('personne', 'PRON')",3,"[(3, 0.19756888507689915), (5, 0.11168532791515735), (7, 0.12685916747956663), (8, 0.10906283456916607)]",0.7709771677282693,0.8024311149231008,1.5573875266737962
913,"('convivial', 'ADJ')",5,"[(0, 0.12352037861642488), (5, 0.19825334594556443), (7, 0.10042571028793833), (8, 0.12189036672039288), (9, 0.19399004234495118)]",0.8603127837853873,0.8017466540544356,1.0219769197896884
277,"('Notre-Dame', 'PROPN')",4,"[(2, 0.15038839865235473), (4, 0.19829334152755612), (5, 0.10843105077250119), (7, 0.10215021403419079), (8, 0.11066614288820316)]",0.8222061786766792,0.8017066584724439,1.3185414786278882
333,"('XIV', 'NUM')",6,"[(2, 0.1204693721802556), (6, 0.1985066422464096)]",0.8308890646937633,0.8014933577535904,1.6477768469598115
2228,"('quoi', 'PRON')",3,"[(2, 0.14156032422529133), (3, 0.19963843503158069), (4, 0.11260404913606209), (5, 0.1039427564715026), (7, 0.10941413073978845), (8, 0.10714404511035301)]",0.8712435058501278,0.8003615649684193,1.4102711061459483
2335,"('rien', 'PRON')",5,"[(3, 0.19393541480297674), (5, 0.20039190978250213), (7, 0.1815985235242373), (8, 0.10827789438004044)]",0.858931317881301,0.7996080902174979,1.0332919853038944
1592,"('km', 'NOUN')",7,"[(2, 0.12222938544519354), (5, 0.13555829394323704), (6, 0.11734696447813922), (7, 0.20207061905783727), (8, 0.12388355343722983)]",0.8456932520227434,0.7979293809421627,1.4906547816428795
687,"('ceci', 'PRON')",3,"[(3, 0.20322854991811506), (5, 0.13913664831741446), (7, 0.15195768955386824), (8, 0.10547906530405024)]",0.8092133375792981,0.796771450081885,1.3374022105414518
901,"('contrairement', 'ADV')",5,"[(3, 0.2020558407475339), (4, 0.11014842533110455), (5, 0.20493107149113748), (7, 0.10698522335811401), (8, 0.10548561329165232)]",0.8495617228150061,0.7950689285088626,1.0142298818631832
2164,"('près', 'ADV')",3,"[(3, 0.20579233677167796), (4, 0.13882259907996447), (5, 0.183514575030694), (7, 0.10711308559113651)]",0.8294533245299595,0.794207663228322,1.1213950539746387
2678,"('tout', 'PRON')",7,"[(3, 0.17817613369183463), (5, 0.15646737527104737), (7, 0.205802407394515), (8, 0.11484095043142147)]",0.8450321643359338,0.794197592605485,1.1550503601703555
542,"('auprès', 'ADV')",3,"[(3, 0.20610994906292582), (5, 0.20362129787932562), (7, 0.12079424010231155), (8, 0.11274399872976877)]",0.830255553436888,0.7938900509370742,1.0122219591443478
140,"('5', 'NUM')",1,"[(0, 0.13076095621094203), (1, 0.2062956179442842), (7, 0.205913638343498), (8, 0.1301422288847414)]",0.8529400151848523,0.7937043820557158,1.0018550476008248
688,"('cela', 'PRON')",3,"[(3, 0.20861669204133262), (5, 0.13547487753242177), (7, 0.15267068808712492), (8, 0.10475940408691861)]",0.8086686756638316,0.7913833079586674,1.3664488884878863
2044,"('plus', 'PRON')",5,"[(2, 0.10391422691145408), (3, 0.11891718978522599), (4, 0.1077679801635366), (5, 0.21051649595039873), (7, 0.141459561029396), (8, 0.13236462228840404)]",0.8934951033541401,0.7894835040496013,1.4881743900410687
225,"('Internet', 'PROPN')",2,"[(2, 0.21137257717063068), (3, 0.10474986456278042), (4, 0.16105955654533266), (6, 0.16569316990997593)]",0.8344405934423826,0.7886274228293693,1.2756867243560686
2627,"('tel', 'DET')",0,"[(0, 0.21195581662368362), (1, 0.17792591242181427), (8, 0.10655983161396144)]",0.7960818343250563,0.7880441833763163,1.191258843294245
556,"('autour', 'ADV')",3,"[(3, 0.21226336365314935), (5, 0.2077889022703286), (7, 0.11683508606832173), (8, 0.11284276816709128)]",0.8313655131529801,0.7877366363468506,1.021533687958944
1244,"('eux', 'PRON')",3,"[(1, 0.11016001426457482), (3, 0.21358604915557441), (5, 0.12612616236066934), (7, 0.11963954253802828)]",0.7847376892994264,0.7864139508444256,1.6934317603734386
272,"('Napoléon', 'PROPN')",2,"[(2, 0.21490435346901932), (3, 0.11308061169576675), (4, 0.21022735201858286), (6, 0.10043306371370131)]",0.8191553940956475,0.7850956465309806,1.0222473498597036
171,"('B', 'PROPN')",9,"[(4, 0.1107234916430253), (9, 0.21512346879306973)]",0.8284211874454759,0.7848765312069302,1.9428891340117054
2919,"('évidence', 'NOUN')",2,"[(2, 0.21516457614354637), (7, 0.11932027548534826), (8, 0.19674657508141516)]",0.8229609229511774,0.7848354238564537,1.0936128166628045
605,"('beaucoup', 'PRON')",5,"[(3, 0.16720498648885873), (4, 0.10160515133505867), (5, 0.21519115969321265), (7, 0.13796445745139027), (8, 0.12733560822487536)]",0.8684244882937244,0.7848088403067873,1.28699008451851
2279,"('remarquable', 'ADJ')",9,"[(0, 0.14325679168404223), (5, 0.20812103948493343), (7, 0.1203810841745946), (9, 0.21779806931221896)]",0.8597464852090412,0.782201930687781,1.046497124227491
2328,"('revanche', 'NOUN')",8,"[(2, 0.18397326541224565), (7, 0.12077753621144434), (8, 0.21826330687376438)]",0.8182766381112405,0.7817366931262356,1.1863860022524573
1851,"('nous', 'PRON')",3,"[(1, 0.12160538827200282), (3, 0.2187040633737025), (5, 0.11587780503320243), (7, 0.10577162274714735)]",0.7761789773541241,0.7812959366262975,1.7984734597821657
2843,"('ça', 'PRON')",3,"[(3, 0.22010650556623412), (5, 0.1450084265953305), (7, 0.15246010486347772), (8, 0.10215061809986499)]",0.8172583585365669,0.7798934944337659,1.4436990304009774
1739,"('milliard', 'NOUN')",7,"[(2, 0.1039371368155232), (5, 0.15353449371148303), (7, 0.22010922487836096), (8, 0.13292301779677573)]",0.8110895751562843,0.7798907751216391,1.433614164201974
1082,"('du', 'DET')",0,"[(0, 0.22022528264331648), (1, 0.1940963237488865), (3, 0.10854044419005658)]",0.8123465419085998,0.7797747173566836,1.1346185151256885
1891,"('on', 'PRON')",3,"[(3, 0.22103888321039544), (5, 0.12284842049202434), (7, 0.12808291679891748), (8, 0.10062861820913745)]",0.7830404162713388,0.7789611167896046,1.7257483568820757
1528,"('internet', 'NOUN')",9,"[(0, 0.10813603179900869), (2, 0.14108993864730485), (7, 0.1393848277082849), (9, 0.22145217882787135)]",0.8117674601016317,0.7785478211721286,1.569581650903224
443,"('an', 'NOUN')",7,"[(2, 0.13441417260673993), (5, 0.10680863745931309), (6, 0.13289066223491722), (7, 0.22213824746692218), (8, 0.11919539142771204)]",0.8478583103182109,0.7778617525330778,1.652640068818037
2927,"('être', 'AUX')",3,"[(0, 0.11009323952659923), (1, 0.13284882162651893), (3, 0.22219408152152734), (5, 0.16003423038647963)]",0.8212834774964983,0.7778059184784727,1.388415971913839
2005,"('peu', 'PRON')",5,"[(3, 0.1374430325966498), (5, 0.2223169507702841), (7, 0.13861299298936716), (8, 0.12887855572628815)]",0.8259539814134713,0.7776830492297159,1.6038680499982982
1648,"('lors', 'ADV')",3,"[(3, 0.22303066608371797), (5, 0.20743510617846608), (7, 0.1148173016712181), (8, 0.11684537546818569)]",0.8369763683630075,0.776969333916282,1.0751828376236099
1776,"('mort', 'ADJ')",5,"[(0, 0.11615416811422268), (5, 0.2230504151396117), (7, 0.11525061277861996), (9, 0.19732371305511612)]",0.8324139100135143,0.7769495848603882,1.1303781572228455
7,"('10', 'NUM')",7,"[(0, 0.1076125930542183), (1, 0.1795173761827946), (7, 0.22391201500208913), (8, 0.1376873098909001)]",0.8340920092485754,0.7760879849979109,1.2472999537052583
102,"('20', 'NUM')",7,"[(0, 0.12740588312722964), (1, 0.18788873748158103), (7, 0.2240917589109734), (8, 0.13943960106475323)]",0.8558958670095672,0.7759082410890266,1.1926832971185481
221,"('II', 'NUM')",6,"[(2, 0.1200533250612039), (6, 0.2255049241942895)]",0.8517114355583982,0.7744950758057105,1.8783729986597684
1757,"('moi', 'PRON')",3,"[(3, 0.22667696780911692), (5, 0.11623087300705227), (7, 0.11142462354470774), (8, 0.10688001877374319)]",0.771906660133401,0.773323032190883,1.9502302782786753
1316,"('fidèle', 'ADJ')",5,"[(0, 0.1784706981465466), (5, 0.22721682299600315), (7, 0.17387491925707949), (8, 0.1132964810072737)]",0.8621376971588389,0.7727831770039968,1.2731323704994415
1741,"('million', 'NOUN')",7,"[(5, 0.1653714983042354), (7, 0.2276163853840975), (8, 0.13210115235298628)]",0.8209330200789295,0.7723836146159024,1.3763942863077268
573,"('avoir', 'AUX')",3,"[(1, 0.10247403297105485), (3, 0.22806391935415143), (5, 0.13953782510420137), (7, 0.10074187140969808)]",0.7765950954401173,0.7719360806458486,1.6344236351959924
1302,"('favorable', 'ADJ')",9,"[(0, 0.12586462305352814), (5, 0.21482279940811425), (7, 0.10861818431411818), (9, 0.2296964191216508)]",0.8441579882939321,0.7703035808783492,1.069236690679559
2660,"('tonne', 'NOUN')",8,"[(2, 0.13323404733592728), (5, 0.13738983043135747), (6, 0.10020928314027952), (7, 0.15188357235488423), (8, 0.23094913669151024)]",0.8676996697229895,0.7690508633084898,1.5205669257757846
1652,"('lui', 'PRON')",3,"[(3, 0.23185981124407995), (5, 0.1243183211768148), (7, 0.12462775396739553), (8, 0.10398887295871145)]",0.7884239226951043,0.76814018875592,1.860418757965725
2818,"('vous', 'PRON')",3,"[(1, 0.11018626204063035), (3, 0.23200127750786764), (5, 0.12773745203241024), (7, 0.10895296725171737), (8, 0.10237374985330389)]",0.8199699982617507,0.7679987224921323,1.8162353625857748
1591,"('kilomètre', 'NOUN')",7,"[(2, 0.13019335912841143), (5, 0.1404450623940835), (6, 0.10711606161748834), (7, 0.2322229966870746), (8, 0.12885122488372466)]",0.8596061068296478,0.7677770033129254,1.6534792518049921
722,"('chaque', 'DET')",1,"[(0, 0.20354711120022512), (1, 0.23258164771204423)]",0.9568554131875738,0.7674183522879557,1.1426428326131264
1444,"('hectare', 'NOUN')",6,"[(2, 0.21615251079712297), (6, 0.23275429417357188), (7, 0.12073960392747825)]",0.8425690684777246,0.7672457058264281,1.0768058780128216
2222,"(""quelqu'un"", 'PRON')",5,"[(3, 0.12667773230900947), (5, 0.23393655943208927), (7, 0.19222078637628845), (8, 0.12518843426964646)]",0.8502506479993921,0.7660634405679108,1.2170200936236868
826,"('complexe', 'ADJ')",5,"[(0, 0.1331284651941472), (5, 0.234700788054528), (7, 0.10429945426946036), (8, 0.10449401798817451), (9, 0.13463329880748234)]",0.8390374335006249,0.765299211945472,1.7432595809015734
223,"('IV', 'NUM')",6,"[(2, 0.12445180505746707), (6, 0.23634856154359063)]",0.865988751805904,0.7636514384564094,1.8991171838323593
127,"('3', 'NUM')",1,"[(0, 0.12436623275024807), (1, 0.2364119007524893), (7, 0.17873678325154546), (8, 0.11796291802208858)]",0.8368218392429234,0.7635880992475107,1.3226818590540184
2620,"('tard', 'ADV')",3,"[(3, 0.23849471857957494), (5, 0.12055198620821413)]",0.861157641672641,0.7615052814204251,1.9783557789554236
804,"('comme', 'CCONJ')",1,"[(0, 0.12575725343348038), (1, 0.23989425307534215), (3, 0.11560634775554847)]",0.7761029080386243,0.7601057469246578,1.9075977450655348
2473,"('serbe', 'NOUN')",7,"[(2, 0.1827666286982917), (5, 0.10891092397137771), (7, 0.24048357138333107), (8, 0.132697468913866)]",0.8387980586479558,0.7595164286166689,1.3157958490349877
402,"('afin', 'ADV')",3,"[(3, 0.24102118962448196), (5, 0.1501535337278957), (7, 0.10605288191041297), (8, 0.10354166479260353)]",0.7937857606517518,0.7589788103755181,1.6051649511043427
2657,"('toi', 'PRON')",3,"[(3, 0.24131119896722125), (5, 0.1396409671356242), (7, 0.11862660306933187), (8, 0.11238859297300352)]",0.8053961973983301,0.7586888010327788,1.7280831257266454
322,"('VI', 'NUM')",6,"[(2, 0.11930028305968522), (6, 0.24202201191008038)]",0.8613016044476138,0.7579779880899196,2.0286792763852723
13,"('15', 'NUM')",7,"[(0, 0.1297340402515728), (1, 0.1603779950414712), (7, 0.24523147154667596), (8, 0.14748540860340595)]",0.8551255693225375,0.7547685284533241,1.5290842829358415
153,"('A', 'PROPN')",2,"[(2, 0.2467208499728109), (4, 0.1404883840062066), (6, 0.13660923249662008), (7, 0.11073511910066032), (8, 0.10556143514851195)]",0.8537059788776207,0.7532791500271891,1.7561654774384128
2468,"('sensible', 'ADJ')",9,"[(0, 0.20177801316104113), (5, 0.1596303977479313), (9, 0.2506782013866541)]",0.876289880057801,0.7493217986133459,1.2423464651056169
1943,"('parfait', 'ADJ')",5,"[(0, 0.2191854532658631), (5, 0.2507526720787525), (7, 0.11445717596859817), (8, 0.10037332415671744), (9, 0.12979012831193953)]",0.8844066034614331,0.7492473279212475,1.1440205923456044
2731,"('un', 'NUM')",1,"[(0, 0.24313161943378817), (1, 0.25082677381652024)]",0.9964936312222665,0.7491732261834798,1.0316501588754798
1175,"('en', 'PRON')",3,"[(1, 0.10190310601725322), (3, 0.25320380361717454), (5, 0.1269759987406646), (7, 0.10029231717343874)]",0.7741477880174066,0.7467961963828255,1.994107596147499
535,"('aucun', 'DET')",0,"[(0, 0.2536081913067587), (1, 0.21405451026992606), (3, 0.10218717926076958)]",0.8292238746354387,0.7463918086932413,1.184783217073795
5,"('0', 'NUM')",6,"[(1, 0.1443836021365956), (2, 0.12566892170388752), (6, 0.25439340972825064)]",0.8085707468960945,0.7456065902717494,1.761927296200708
1541,"('intéressant', 'ADJ')",5,"[(0, 0.1414528313572569), (5, 0.2550611464054353), (7, 0.13801289329985147), (9, 0.11438609385495997)]",0.8269965823700663,0.7449388535945647,1.803153347713814
2517,"('son', 'DET')",1,"[(0, 0.17204783919787714), (1, 0.25520871057235434), (3, 0.10259591856791185)]",0.8055066706823667,0.7447912894276456,1.483358999230624
1606,"('le', 'DET')",1,"[(0, 0.19328428532442157), (1, 0.25752429390526227)]",0.9623480064923841,0.7424757060947378,1.3323602251109854
2746,"('utile', 'ADJ')",5,"[(5, 0.2576842933159584), (7, 0.1483398632544075), (9, 0.11104224228358861)]",0.7978684744372296,0.7423157066840416,1.7371210115922902
2221,"('quel', 'DET')",1,"[(0, 0.2470726472834866), (1, 0.2577386642184018)]",1.0024855033666356,0.7422613357815981,1.0431695578291886
10,"('12', 'NUM')",7,"[(0, 0.12709695603489096), (1, 0.14088790059654635), (7, 0.25797112971032404), (8, 0.15337550650366488)]",0.847852127395622,0.742028870289676,1.681957801418311
685,"('ce', 'DET')",1,"[(0, 0.22895880408077426), (1, 0.2584425256288576)]",0.9914604334597703,0.7415574743711424,1.1287730413619814
534,"('au-dessus', 'ADV')",3,"[(3, 0.2586697105214174), (5, 0.21881591184548946), (7, 0.10986218300701459), (8, 0.1005232434913837)]",0.8337642298986354,0.7413302894785826,1.1821339149415677
376,"('actif', 'ADJ')",9,"[(0, 0.13266677267068203), (5, 0.20440955678667977), (7, 0.10822807930170604), (9, 0.25883709019226026)]",0.8533410416398215,0.7411629098077397,1.266267068238794
1901,"('or', 'CCONJ')",3,"[(1, 0.13202439647200778), (3, 0.2618477992962947)]",0.8918636383527543,0.7381522007037054,1.9833288868835124
2760,"('varié', 'ADJ')",5,"[(5, 0.26265846336259097), (7, 0.1324807449575713), (8, 0.10607495553023052)]",0.7800065246612956,0.737341536637409,1.9826161412868772
2758,"('variable', 'ADJ')",5,"[(0, 0.11984863168242271), (5, 0.2627244761072286), (9, 0.20787901418973162)]",0.8483144030740263,0.7372755238927714,1.2638335674780496
220,"('I', 'NUM')",6,"[(2, 0.11934137433333174), (6, 0.26304100728510554)]",0.8727855829707037,0.7369589927148945,2.204105732437831
2506,"('soit', 'ADV')",1,"[(0, 0.10305407376285075), (1, 0.26397540287532256), (3, 0.2056636082148141)]",0.8292633930949559,0.7360245971246775,1.283529960242661
2507,"('soit', 'CCONJ')",1,"[(1, 0.26430820810880884), (3, 0.21581217636185107)]",0.9848035826326135,0.7356917918911912,1.224714066483648
300,"('Roumanie', 'PROPN')",2,"[(2, 0.2653174552528762), (7, 0.15075567660889475), (8, 0.2538877654500852)]",0.896876966297685,0.7346825447471238,1.045018671075106
282,"('PS', 'PROPN')",7,"[(2, 0.1472732817032166), (7, 0.26680944962632885), (8, 0.15401446887258188)]",0.8399024997131701,0.7331905503736711,1.732366131438363
1768,"('monsieur', 'NOUN')",7,"[(4, 0.2163121865302741), (5, 0.15569519022678793), (7, 0.26697165556010427), (8, 0.11210163774569529)]",0.8790595012341376,0.7330283444398957,1.2341960933520502
320,"('UEFA', 'PROPN')",8,"[(2, 0.13212893139490214), (7, 0.24798909149848208), (8, 0.26787093274317647)]",0.8793526211261808,0.7321290672568235,1.0801722411439862
2730,"('un', 'DET')",1,"[(0, 0.20917435782115198), (1, 0.26862667407333823)]",0.9815566000283333,0.7313733259266617,1.2842237302481363
1586,"('jusque', 'ADP')",1,"[(0, 0.10534137851908024), (1, 0.2691575044542564), (3, 0.13063719504847476)]",0.7793686467143228,0.7308424955457435,2.0603435671929557
1786,"('multiple', 'ADJ')",0,"[(0, 0.2695769060071802), (1, 0.15364884343701757)]",0.9250361670510013,0.7304230939928198,1.7545000663651782
2197,"('puis', 'CCONJ')",3,"[(1, 0.20440521215873209), (3, 0.2714630664635661)]",0.9788581085563881,0.7285369335364339,1.328063328702009
824,"('compatriote', 'NOUN')",7,"[(5, 0.13441010258642272), (7, 0.271848576543007), (8, 0.20331614942654508)]",0.8626418647861134,0.728151423456993,1.3370732099233542
286,"('Pays-Bas', 'PROPN')",7,"[(2, 0.11995549511279259), (7, 0.2719759126671662), (8, 0.2495740711791189)]",0.869200592069923,0.7280240873328339,1.0897602919334097
1494,"('inconnu', 'ADJ')",5,"[(5, 0.2722115792924968), (7, 0.12934104961498152), (8, 0.10600733754536584), (9, 0.113919221701463)]",0.7964442111007525,0.7277884207075032,2.1046031410971837
410,"('agréable', 'ADJ')",5,"[(0, 0.14312181791154116), (5, 0.27289461707534485), (7, 0.12459386689398236), (8, 0.10652012932191943)]",0.8156072971034841,0.7271053829246552,1.9067296730678194
2612,"('sérieux', 'ADJ')",0,"[(0, 0.27411435583898425), (5, 0.11241200816979784), (9, 0.23795281613664657)]",0.8575111084722699,0.7258856441610158,1.1519693706065306
