row_idx,lexunit,primary_cluster,clusters_above_threshold,entropy,one_minus_max,top2_ratio
272,"('Napoléon', 'PROPN')",2,"[(0, 0.11165556119882375), (2, 0.20446932903645929), (5, 0.17410352030561582), (8, 0.16875446418993387)]",0.8468376173165717,0.7955306709635407,1.1744123764846355
276,"('Norvège', 'PROPN')",4,"[(1, 0.12957373561327298), (4, 0.264346140759418), (5, 0.22725016473051204), (8, 0.1450638241747959)]",0.8896169938217506,0.735653859240582,1.1632385000596006
277,"('Notre-Dame', 'PROPN')",2,"[(2, 0.19531457670025296), (4, 0.11173747727950512), (5, 0.1090373207479791), (6, 0.10265428403466322), (8, 0.1573549129513603)]",0.8264777415854756,0.804685423299747,1.2412359616672808
278,"('Noël', 'PROPN')",5,"[(2, 0.25232888148056937), (5, 0.3431229321699749), (8, 0.12150935223900215)]",0.8834805214881044,0.6568770678300251,1.3598242506234752
279,"('ONU', 'PROPN')",1,"[(1, 0.3410206527504895), (4, 0.3346067904478937)]",1.0577860771779386,0.6589793472495105,1.0191683566672702
280,"('Occident', 'PROPN')",1,"[(1, 0.4408195860066097), (4, 0.3033270058508498)]",1.0429762365896367,0.5591804139933902,1.4532816976519622
282,"('PS', 'PROPN')",1,"[(1, 0.24710772258171268), (4, 0.1524374747476843), (8, 0.18758912054244842)]",0.861182026257959,0.7528922774182873,1.317281737166608
286,"('Pays-Bas', 'PROPN')",1,"[(1, 0.2676364819465644), (4, 0.2528086497914148), (5, 0.10187129462426922), (8, 0.12151087962003987)]",0.8578370816590124,0.7323635180534356,1.0586523925007456
289,"('Pokémon', 'PROPN')",1,"[(1, 0.3261221866807801), (4, 0.11747657391256225), (8, 0.3171742214667019)]",0.8931311600637322,0.6738778133192199,1.028211514708542
290,"('Pologne', 'PROPN')",5,"[(5, 0.5143167576169995), (8, 0.10833502442917324)]",0.8407376109021983,0.48568324238300054,4.7474651926002664
291,"('Portugal', 'PROPN')",1,"[(1, 0.709754286754865), (4, 0.11132487984257718)]",0.7036332790074666,0.29024571324513504,6.375522594396847
292,"('Québec', 'PROPN')",1,"[(1, 0.5484324854381111), (4, 0.1505574476647982), (8, 0.12205499360054833)]",0.7930202884480626,0.4515675145618889,3.642679216103236
293,"('Rabat', 'PROPN')",5,"[(5, 0.43602863582623114), (8, 0.13023362366283492)]",0.9051410053292355,0.5639713641737689,3.348049632367418
295,"('Renaissance', 'PROPN')",4,"[(1, 0.16108737750726396), (4, 0.6300245491135621)]",0.8442417813377949,0.3699754508864379,3.911073349525181
296,"('Rennes', 'PROPN')",5,"[(2, 0.1402051230437527), (5, 0.4095085636882656), (8, 0.1519595155857039)]",0.8441332878298512,0.5904914363117344,2.694853047602052
299,"('Rome', 'PROPN')",5,"[(5, 0.6073505324906038), (8, 0.10033258696107332)]",0.7697441960543498,0.3926494675093962,6.053372596943419
300,"('Roumanie', 'PROPN')",4,"[(1, 0.14996481392762456), (4, 0.2897138736759738), (5, 0.14370047405047862), (8, 0.16465784297235703)]",0.8795088077349845,0.7102861263240262,1.7594902766011051
301,"('Royal', 'PROPN')",4,"[(1, 0.18697133668918853), (2, 0.11079109321488312), (4, 0.41381358733889334)]",0.8395956930886753,0.5861864126611067,2.2132461299498307
302,"('Royaume-Uni', 'PROPN')",1,"[(1, 0.6301848051900631), (4, 0.13916270436569508)]",0.8157391080433737,0.36981519480993685,4.5284029802557475
303,"('Russie', 'PROPN')",4,"[(1, 0.10073706749814562), (4, 0.7790651451625366)]",0.6141809185950002,0.22093485483746345,7.7336492366812015
304,"('Sahara', 'PROPN')",1,"[(1, 0.5331818470604301), (4, 0.16194914179252068)]",0.9090972850047289,0.46681815293956985,3.292279546275769
308,"('Serbie', 'PROPN')",4,"[(1, 0.15431515181503505), (4, 0.30617659333266967), (5, 0.11892193614996253), (8, 0.14240637443949175)]",0.8523048365101075,0.6938234066673303,1.984099355970297
310,"('Suisse', 'PROPN')",4,"[(1, 0.14695823222663132), (4, 0.29050860473705037), (5, 0.16470893095305364), (8, 0.15434107412057313)]",0.8846443245991872,0.7094913952629496,1.7637695968037879
311,"('Suède', 'PROPN')",4,"[(1, 0.17544221684413333), (4, 0.44143206724783274), (8, 0.12133674485373615)]",0.8394609210585728,0.5585679327521673,2.5161108608198366
312,"('Texas', 'PROPN')",1,"[(1, 0.4374149669871737), (4, 0.1635027180566848), (8, 0.13811562465422594)]",0.8476151461172787,0.5625850330128264,2.6752764246740304
317,"('Tunisie', 'PROPN')",4,"[(1, 0.15799558064315952), (4, 0.4661903186804281), (8, 0.11344648979846615)]",0.8139519970740982,0.5338096813195718,2.9506541688234997
318,"('Turquie', 'PROPN')",4,"[(1, 0.15039416625367044), (4, 0.36733394255759333), (5, 0.13574324550997088), (8, 0.1304407046207712)]",0.8580893573266599,0.6326660574424067,2.44247467643133
319,"('UE', 'PROPN')",1,"[(1, 0.3868853043120318), (4, 0.33449659527971787)]",1.0585248452879488,0.6131146956879683,1.1566195583799728
320,"('UEFA', 'PROPN')",4,"[(1, 0.24604363800206994), (4, 0.2794704794200761), (8, 0.12513401214483783)]",0.8750802573828169,0.7205295205799239,1.1358573694058487
321,"('V', 'NUM')",5,"[(1, 0.10814104142285483), (4, 0.11044722273966506), (5, 0.18666155041391602), (6, 0.10192688620019012), (8, 0.13687839586154094)]",0.8090637932048501,0.813338449586084,1.363703521209681
322,"('VI', 'NUM')",5,"[(5, 0.21300709586187092), (8, 0.12160971029414036)]",0.8448778449584331,0.7869929041381291,1.7515632209522207
324,"('Venezuela', 'PROPN')",1,"[(1, 0.4784608302875041), (4, 0.15922751189278608), (8, 0.12126472458377621)]",0.8202366061269463,0.5215391697124959,3.004887940531721
326,"('Vienne', 'PROPN')",5,"[(2, 0.11212610153346952), (4, 0.11407356623636293), (5, 0.42936792120988787), (8, 0.12727940379666544)]",0.8067302256048724,0.5706320787901121,3.3734281305703036
327,"('Washington', 'PROPN')",5,"[(2, 0.12380509971885346), (5, 0.41029920717640744), (8, 0.13348870479487351)]",0.8128150988017755,0.5897007928235926,3.0736623582264655
330,"('X', 'PROPN')",5,"[(2, 0.11499695245824001), (5, 0.2679859353563363), (8, 0.15006714138151653)]",0.8066893049001344,0.7320140646436637,1.7857735736768263
333,"('XIV', 'NUM')",5,"[(5, 0.18247343350535197), (8, 0.12162807711718718)]",0.8175165789009573,0.817526566494648,1.5002574884871445
342,"('abandon', 'NOUN')",1,"[(1, 0.803844347489106), (4, 0.10151455732777377)]",0.5882431053261497,0.19615565251089395,7.918513055163361
345,"('abbaye', 'NOUN')",4,"[(1, 0.14808282397042238), (4, 0.7532537871354305)]",0.7159699207246135,0.24674621286456955,5.086705986143829
346,"('abbé', 'NOUN')",1,"[(1, 0.6404385164354419), (4, 0.14882517737754342)]",0.8207350868056201,0.3595614835645581,4.303294158425637
347,"('abordable', 'ADJ')",8,"[(6, 0.1849385373011143), (8, 0.41046742514697937)]",0.9776147853389046,0.5895325748530207,2.2194802183314675
350,"('abri', 'NOUN')",1,"[(1, 0.5215487851080967), (4, 0.2273981516298231), (8, 0.10665110622401942)]",0.8328669284296636,0.47845121489190334,2.2935489201210197
352,"('absence', 'NOUN')",4,"[(1, 0.17421415392487705), (4, 0.7125064805894948)]",0.7876388768673399,0.28749351941050516,4.08983119073514
353,"('absolument', 'ADV')",0,"[(0, 0.44805639142059206), (6, 0.10198698225218705)]",0.8548588386613221,0.5519436085794079,4.393270410851712
354,"('académie', 'NOUN')",4,"[(1, 0.10362462826456847), (4, 0.839987300262703)]",0.5502183768200858,0.16001269973729704,8.106058514565625
356,"('accessible', 'ADJ')",6,"[(6, 0.45522569556775677), (8, 0.24428839102306157)]",1.0135607567778073,0.5447743044322433,1.8634765805337925
365,"('accusation', 'NOUN')",4,"[(1, 0.2195954991373494), (4, 0.5483436310999602)]",0.9556033214870142,0.4516563689000398,2.4970622497002553
367,"('accès', 'NOUN')",1,"[(1, 0.5843166999232723), (4, 0.10066218054750972), (8, 0.2107716753255132)]",0.7948632906251911,0.4156833000767277,2.7722733570384195
368,"('accéder', 'VERB')",6,"[(6, 0.570652446878544), (8, 0.10634491742984804)]",0.8056699543356907,0.429347553121456,5.366052846437001
369,"('achat', 'NOUN')",1,"[(1, 0.5017478617693943), (4, 0.13040310257210017), (8, 0.2546190430244801)]",0.8738270100522086,0.49825213823060566,1.970582623394568
372,"('acide', 'NOUN')",1,"[(1, 0.4601573055401394), (4, 0.14778254149732312), (8, 0.17052011293186087)]",0.8568661077065963,0.5398426944598607,2.6985514941807267
376,"('actif', 'ADJ')",8,"[(3, 0.1781677382471514), (6, 0.12665476686422594), (8, 0.36177930258036994)]",0.852783795287701,0.6382206974196301,2.030554499594733
379,"('actrice', 'NOUN')",4,"[(1, 0.18224784237950853), (4, 0.44708941642090116), (6, 0.1291662720038198)]",0.85063744602888,0.5529105835790988,2.4531945650686655
